community_resource,complex_id,complex_name,subunits_annotated,n_subunits_annotated,subunits_with_MS_signal,n_subunits_with_MS_signal,subunits_coeluting,n_subunits_coeluting,completeness,left_feature_boundary,right_feature_boundary,feature_apex,feature_area,peak_corr,feature_area_subunits,intensity_ratio,stoichiometry_estimated,monomer_mw,monomer_sec,coelution_score,pvalue,qvalue,feature_id,best_feature,feature_count,relInt_sub,relInt_mean
bioplex,P35613,P35613,A6NJ78;O00567;O14733;O14981;O15228;O15360;O15397;O43264;O43301;O43502;O60645;O75155;O75691;O94874;O94906;P16383;P20711;P23634;P33897;P35613;P42345;P50579;P50748;P83436;Q08AM6;Q13315;Q13395;Q13505;Q13535;Q14746;Q14CZ7;Q15031;Q15051;Q29RF7;Q53R41;Q5JPH6;Q5SVS4;Q5VIR6;Q5VYK3;Q658P3;Q6AI08;Q6JQN1;Q6NUK1;Q6NUQ1;Q6NXR4;Q6P1S2;Q6P2E9;Q6P2Q9;Q6P9B9;Q6SPF0;Q7Z3J2;Q86U38;Q86UT6;Q86Y56;Q8N1B4;Q8N335;Q8TCX1;Q8WTW3;Q8WUK0;Q92616;Q92797;Q969Z0;Q96A26;Q96A65;Q96AY4;Q96CB8;Q96JB2;Q96JG6;Q96KP1;Q96MM6;Q96MW5;Q9BPY3;Q9BQG0;Q9BTW9;Q9BUQ8;Q9C0E2;Q9H300;Q9H9E3;Q9HA92;Q9NTI5;Q9NU22;Q9NUQ2;Q9NV70;Q9NVN8;Q9UBI1;Q9UFG5;Q9UI26;Q9UIA9;Q9UID3;Q9UP83;Q9UQ16;Q9Y4R8,92,O00567;O14733;O14981;O15228;O15397;O43264;O43301;O43502;O60645;O75155;O75691;O94874;O94906;P16383;P35613;P42345;P50579;P50748;P83436;Q08AM6;Q13315;Q13395;Q13505;Q13535;Q14746;Q15031;Q29RF7;Q5JPH6;Q5VIR6;Q5VYK3;Q658P3;Q6AI08;Q6NUK1;Q6NUQ1;Q6NXR4;Q6P2E9;Q6P2Q9;Q6P9B9;Q7Z3J2;Q86U38;Q86Y56;Q8N1B4;Q8N335;Q8WTW3;Q92616;Q92797;Q96A26;Q96A65;Q96JB2;Q96JG6;Q96KP1;Q96MW5;Q9BPY3;Q9BQG0;Q9BTW9;Q9BUQ8;Q9C0E2;Q9H9E3;Q9NTI5;Q9NU22;Q9NV70;Q9NVN8;Q9UBI1;Q9UFG5;Q9UI26;Q9UIA9;Q9UID3;Q9UP83;Q9UQ16;Q9Y4R8,70,Q13535;Q658P3,2,0.02173913,1,21,6,435829,0.869014853,142601;291123,1;2.04152144795619,1;2,301.367;54.601,36;52,NA,NA,NA,583,0,16,0.85;0.85,0.85
bioplex,P35613,P35613,A6NJ78;O00567;O14733;O14981;O15228;O15360;O15397;O43264;O43301;O43502;O60645;O75155;O75691;O94874;O94906;P16383;P20711;P23634;P33897;P35613;P42345;P50579;P50748;P83436;Q08AM6;Q13315;Q13395;Q13505;Q13535;Q14746;Q14CZ7;Q15031;Q15051;Q29RF7;Q53R41;Q5JPH6;Q5SVS4;Q5VIR6;Q5VYK3;Q658P3;Q6AI08;Q6JQN1;Q6NUK1;Q6NUQ1;Q6NXR4;Q6P1S2;Q6P2E9;Q6P2Q9;Q6P9B9;Q6SPF0;Q7Z3J2;Q86U38;Q86UT6;Q86Y56;Q8N1B4;Q8N335;Q8TCX1;Q8WTW3;Q8WUK0;Q92616;Q92797;Q969Z0;Q96A26;Q96A65;Q96AY4;Q96CB8;Q96JB2;Q96JG6;Q96KP1;Q96MM6;Q96MW5;Q9BPY3;Q9BQG0;Q9BTW9;Q9BUQ8;Q9C0E2;Q9H300;Q9H9E3;Q9HA92;Q9NTI5;Q9NU22;Q9NUQ2;Q9NV70;Q9NVN8;Q9UBI1;Q9UFG5;Q9UI26;Q9UIA9;Q9UID3;Q9UP83;Q9UQ16;Q9Y4R8,92,O00567;O14733;O14981;O15228;O15397;O43264;O43301;O43502;O60645;O75155;O75691;O94874;O94906;P16383;P35613;P42345;P50579;P50748;P83436;Q08AM6;Q13315;Q13395;Q13505;Q13535;Q14746;Q15031;Q29RF7;Q5JPH6;Q5VIR6;Q5VYK3;Q658P3;Q6AI08;Q6NUK1;Q6NUQ1;Q6NXR4;Q6P2E9;Q6P2Q9;Q6P9B9;Q7Z3J2;Q86U38;Q86Y56;Q8N1B4;Q8N335;Q8WTW3;Q92616;Q92797;Q96A26;Q96A65;Q96JB2;Q96JG6;Q96KP1;Q96MW5;Q9BPY3;Q9BQG0;Q9BTW9;Q9BUQ8;Q9C0E2;Q9H9E3;Q9NTI5;Q9NU22;Q9NV70;Q9NVN8;Q9UBI1;Q9UFG5;Q9UI26;Q9UIA9;Q9UID3;Q9UP83;Q9UQ16;Q9Y4R8,70,O14733;Q9UID3,2,0.02173913,23,30,27,49522,0.823038141,0;43751,0;1,0;1,47.485;86.042,54;48,NA,NA,NA,576,0,16,0;0.22,0.11
bioplex,P35613,P35613,A6NJ78;O00567;O14733;O14981;O15228;O15360;O15397;O43264;O43301;O43502;O60645;O75155;O75691;O94874;O94906;P16383;P20711;P23634;P33897;P35613;P42345;P50579;P50748;P83436;Q08AM6;Q13315;Q13395;Q13505;Q13535;Q14746;Q14CZ7;Q15031;Q15051;Q29RF7;Q53R41;Q5JPH6;Q5SVS4;Q5VIR6;Q5VYK3;Q658P3;Q6AI08;Q6JQN1;Q6NUK1;Q6NUQ1;Q6NXR4;Q6P1S2;Q6P2E9;Q6P2Q9;Q6P9B9;Q6SPF0;Q7Z3J2;Q86U38;Q86UT6;Q86Y56;Q8N1B4;Q8N335;Q8TCX1;Q8WTW3;Q8WUK0;Q92616;Q92797;Q969Z0;Q96A26;Q96A65;Q96AY4;Q96CB8;Q96JB2;Q96JG6;Q96KP1;Q96MM6;Q96MW5;Q9BPY3;Q9BQG0;Q9BTW9;Q9BUQ8;Q9C0E2;Q9H300;Q9H9E3;Q9HA92;Q9NTI5;Q9NU22;Q9NUQ2;Q9NV70;Q9NVN8;Q9UBI1;Q9UFG5;Q9UI26;Q9UIA9;Q9UID3;Q9UP83;Q9UQ16;Q9Y4R8,92,O00567;O14733;O14981;O15228;O15397;O43264;O43301;O43502;O60645;O75155;O75691;O94874;O94906;P16383;P35613;P42345;P50579;P50748;P83436;Q08AM6;Q13315;Q13395;Q13505;Q13535;Q14746;Q15031;Q29RF7;Q5JPH6;Q5VIR6;Q5VYK3;Q658P3;Q6AI08;Q6NUK1;Q6NUQ1;Q6NXR4;Q6P2E9;Q6P2Q9;Q6P9B9;Q7Z3J2;Q86U38;Q86Y56;Q8N1B4;Q8N335;Q8WTW3;Q92616;Q92797;Q96A26;Q96A65;Q96JB2;Q96JG6;Q96KP1;Q96MW5;Q9BPY3;Q9BQG0;Q9BTW9;Q9BUQ8;Q9C0E2;Q9H9E3;Q9NTI5;Q9NU22;Q9NV70;Q9NVN8;Q9UBI1;Q9UFG5;Q9UI26;Q9UIA9;Q9UID3;Q9UP83;Q9UQ16;Q9Y4R8,70,Q7Z3J2;Q9UBI1,2,0.02173913,20,28,25,65762,0.714005831,25230;39038,1;1.54728497820055,1;2,109.563;22.151,46;61,NA,NA,NA,585,0,16,0.16;0.11,0.135
bioplex,P35613,P35613,A6NJ78;O00567;O14733;O14981;O15228;O15360;O15397;O43264;O43301;O43502;O60645;O75155;O75691;O94874;O94906;P16383;P20711;P23634;P33897;P35613;P42345;P50579;P50748;P83436;Q08AM6;Q13315;Q13395;Q13505;Q13535;Q14746;Q14CZ7;Q15031;Q15051;Q29RF7;Q53R41;Q5JPH6;Q5SVS4;Q5VIR6;Q5VYK3;Q658P3;Q6AI08;Q6JQN1;Q6NUK1;Q6NUQ1;Q6NXR4;Q6P1S2;Q6P2E9;Q6P2Q9;Q6P9B9;Q6SPF0;Q7Z3J2;Q86U38;Q86UT6;Q86Y56;Q8N1B4;Q8N335;Q8TCX1;Q8WTW3;Q8WUK0;Q92616;Q92797;Q969Z0;Q96A26;Q96A65;Q96AY4;Q96CB8;Q96JB2;Q96JG6;Q96KP1;Q96MM6;Q96MW5;Q9BPY3;Q9BQG0;Q9BTW9;Q9BUQ8;Q9C0E2;Q9H300;Q9H9E3;Q9HA92;Q9NTI5;Q9NU22;Q9NUQ2;Q9NV70;Q9NVN8;Q9UBI1;Q9UFG5;Q9UI26;Q9UIA9;Q9UID3;Q9UP83;Q9UQ16;Q9Y4R8,92,O00567;O14733;O14981;O15228;O15397;O43264;O43301;O43502;O60645;O75155;O75691;O94874;O94906;P16383;P35613;P42345;P50579;P50748;P83436;Q08AM6;Q13315;Q13395;Q13505;Q13535;Q14746;Q15031;Q29RF7;Q5JPH6;Q5VIR6;Q5VYK3;Q658P3;Q6AI08;Q6NUK1;Q6NUQ1;Q6NXR4;Q6P2E9;Q6P2Q9;Q6P9B9;Q7Z3J2;Q86U38;Q86Y56;Q8N1B4;Q8N335;Q8WTW3;Q92616;Q92797;Q96A26;Q96A65;Q96JB2;Q96JG6;Q96KP1;Q96MW5;Q9BPY3;Q9BQG0;Q9BTW9;Q9BUQ8;Q9C0E2;Q9H9E3;Q9NTI5;Q9NU22;Q9NV70;Q9NVN8;Q9UBI1;Q9UFG5;Q9UI26;Q9UIA9;Q9UID3;Q9UP83;Q9UQ16;Q9Y4R8,70,Q96MW5;Q9H9E3,2,0.02173913,9,28,14,1334067,0.690359143,217183;1114509,1;5.13165855522762,1;5,68.424;89.083,50;48,NA,NA,NA,588,0,16,0.6;0.66,0.63
bioplex,P35613,P35613,A6NJ78;O00567;O14733;O14981;O15228;O15360;O15397;O43264;O43301;O43502;O60645;O75155;O75691;O94874;O94906;P16383;P20711;P23634;P33897;P35613;P42345;P50579;P50748;P83436;Q08AM6;Q13315;Q13395;Q13505;Q13535;Q14746;Q14CZ7;Q15031;Q15051;Q29RF7;Q53R41;Q5JPH6;Q5SVS4;Q5VIR6;Q5VYK3;Q658P3;Q6AI08;Q6JQN1;Q6NUK1;Q6NUQ1;Q6NXR4;Q6P1S2;Q6P2E9;Q6P2Q9;Q6P9B9;Q6SPF0;Q7Z3J2;Q86U38;Q86UT6;Q86Y56;Q8N1B4;Q8N335;Q8TCX1;Q8WTW3;Q8WUK0;Q92616;Q92797;Q969Z0;Q96A26;Q96A65;Q96AY4;Q96CB8;Q96JB2;Q96JG6;Q96KP1;Q96MM6;Q96MW5;Q9BPY3;Q9BQG0;Q9BTW9;Q9BUQ8;Q9C0E2;Q9H300;Q9H9E3;Q9HA92;Q9NTI5;Q9NU22;Q9NUQ2;Q9NV70;Q9NVN8;Q9UBI1;Q9UFG5;Q9UI26;Q9UIA9;Q9UID3;Q9UP83;Q9UQ16;Q9Y4R8,92,O00567;O14733;O14981;O15228;O15397;O43264;O43301;O43502;O60645;O75155;O75691;O94874;O94906;P16383;P35613;P42345;P50579;P50748;P83436;Q08AM6;Q13315;Q13395;Q13505;Q13535;Q14746;Q15031;Q29RF7;Q5JPH6;Q5VIR6;Q5VYK3;Q658P3;Q6AI08;Q6NUK1;Q6NUQ1;Q6NXR4;Q6P2E9;Q6P2Q9;Q6P9B9;Q7Z3J2;Q86U38;Q86Y56;Q8N1B4;Q8N335;Q8WTW3;Q92616;Q92797;Q96A26;Q96A65;Q96JB2;Q96JG6;Q96KP1;Q96MW5;Q9BPY3;Q9BQG0;Q9BTW9;Q9BUQ8;Q9C0E2;Q9H9E3;Q9NTI5;Q9NU22;Q9NV70;Q9NVN8;Q9UBI1;Q9UFG5;Q9UI26;Q9UIA9;Q9UID3;Q9UP83;Q9UQ16;Q9Y4R8,70,Q658P3;Q9NVN8,2,0.02173913,34,43,38,10826,0.602023285,1543;0,1;0,1;0,54.601;65.573,52;51,NA,NA,NA,584,0,16,0;0,0
bioplex,P35613,P35613,A6NJ78;O00567;O14733;O14981;O15228;O15360;O15397;O43264;O43301;O43502;O60645;O75155;O75691;O94874;O94906;P16383;P20711;P23634;P33897;P35613;P42345;P50579;P50748;P83436;Q08AM6;Q13315;Q13395;Q13505;Q13535;Q14746;Q14CZ7;Q15031;Q15051;Q29RF7;Q53R41;Q5JPH6;Q5SVS4;Q5VIR6;Q5VYK3;Q658P3;Q6AI08;Q6JQN1;Q6NUK1;Q6NUQ1;Q6NXR4;Q6P1S2;Q6P2E9;Q6P2Q9;Q6P9B9;Q6SPF0;Q7Z3J2;Q86U38;Q86UT6;Q86Y56;Q8N1B4;Q8N335;Q8TCX1;Q8WTW3;Q8WUK0;Q92616;Q92797;Q969Z0;Q96A26;Q96A65;Q96AY4;Q96CB8;Q96JB2;Q96JG6;Q96KP1;Q96MM6;Q96MW5;Q9BPY3;Q9BQG0;Q9BTW9;Q9BUQ8;Q9C0E2;Q9H300;Q9H9E3;Q9HA92;Q9NTI5;Q9NU22;Q9NUQ2;Q9NV70;Q9NVN8;Q9UBI1;Q9UFG5;Q9UI26;Q9UIA9;Q9UID3;Q9UP83;Q9UQ16;Q9Y4R8,92,O00567;O14733;O14981;O15228;O15397;O43264;O43301;O43502;O60645;O75155;O75691;O94874;O94906;P16383;P35613;P42345;P50579;P50748;P83436;Q08AM6;Q13315;Q13395;Q13505;Q13535;Q14746;Q15031;Q29RF7;Q5JPH6;Q5VIR6;Q5VYK3;Q658P3;Q6AI08;Q6NUK1;Q6NUQ1;Q6NXR4;Q6P2E9;Q6P2Q9;Q6P9B9;Q7Z3J2;Q86U38;Q86Y56;Q8N1B4;Q8N335;Q8WTW3;Q92616;Q92797;Q96A26;Q96A65;Q96JB2;Q96JG6;Q96KP1;Q96MW5;Q9BPY3;Q9BQG0;Q9BTW9;Q9BUQ8;Q9C0E2;Q9H9E3;Q9NTI5;Q9NU22;Q9NV70;Q9NVN8;Q9UBI1;Q9UFG5;Q9UI26;Q9UIA9;Q9UID3;Q9UP83;Q9UQ16;Q9Y4R8,70,O14733;Q9UID3,2,0.02173913,17,23,20,39161,0.516214286,0;33879,0;1,0;1,47.485;86.042,54;48,NA,NA,NA,575,0,16,0;0.17,0.085
bioplex,P35998,P35998,O60216;O75832;P14406;P28065;P35998;P62191;Q13613;Q14683;Q16186;Q96JN8;Q96LY2;Q9UQE7;Q9Y5K5,13,O60216;O75832;P14406;P35998;P62191;Q13613;Q14683;Q16186;Q9UQE7;Q9Y5K5,10,P14406;P35998;P62191;Q16186,4,0.307692308,1,15,9,7067700,0.900452306,4152089;1333485;1458173;123953,33.4972852613491;10.7579889151533;11.7639185820432;1,33;11;12;1,9.396;48.634;49.185;42.153,69;54;53;55,0.890283922,0.042989418,0.036097985,592,1,4,0.55;0.31;0.32;0.38,0.39
bioplex,P35998,P35998,O60216;O75832;P14406;P28065;P35998;P62191;Q13613;Q14683;Q16186;Q96JN8;Q96LY2;Q9UQE7;Q9Y5K5,13,O60216;O75832;P14406;P35998;P62191;Q13613;Q14683;Q16186;Q9UQE7;Q9Y5K5,10,O60216;Q14683;Q9UQE7,3,0.230769231,15,26,21,2715831,0.934463394,400398;1429931;884891,1;3.57127408228812;2.21002852162099,1;4;2,71.69;143.233;141.542,50;43;43,NA,NA,NA,590,0,4,0.98;0.51;0.5,0.663333333
bioplex,P35998,P35998,O60216;O75832;P14406;P28065;P35998;P62191;Q13613;Q14683;Q16186;Q96JN8;Q96LY2;Q9UQE7;Q9Y5K5,13,O60216;O75832;P14406;P35998;P62191;Q13613;Q14683;Q16186;Q9UQE7;Q9Y5K5,10,P35998;P62191,2,0.153846154,13,21,18,2607499,0.988404876,1256210;1351289,1;1.07568718605966,1;1,48.634;49.185,54;53,NA,NA,NA,593,0,4,0.29;0.3,0.295
bioplex,P35998,P35998,O60216;O75832;P14406;P28065;P35998;P62191;Q13613;Q14683;Q16186;Q96JN8;Q96LY2;Q9UQE7;Q9Y5K5,13,O60216;O75832;P14406;P35998;P62191;Q13613;Q14683;Q16186;Q9UQE7;Q9Y5K5,10,O75832;Q9UQE7,2,0.153846154,1,15,9,806925,0.971562321,225383;581542,1;2.58023897099604,1;3,24.428;141.542,60;43,NA,NA,NA,591,0,4,0.22;0.33,0.275
bioplex,P36542,P36542,P24539;P36542,2,P24539;P36542,2,P24539;P36542,2,1,1,17,9,5430503,0.972213242,1969405;3461098,1;1.75743333646457,1;2,28.909;32.996,59;57,0.9722132,0.005952381,0.007781551,594,1,1,0.61;0.59,0.6
bioplex,P36578,P36578,P06748;P36578;P62917,3,P06748;P36578;P62917,3,P06748;P36578;P62917,3,1,1,20,5,13406160,0.974052398,2754338;5612046;5039776,1;2.03752988921476;1.82975945581116,1;2;2,32.575;47.697;28.025,57;54;59,0.999326722,0.000661376,0.001170711,595,1,1,0.3;0.93;0.91,0.713333333
bioplex,P36896,P36896,A8MVW5;O43291;O60637;P36896;P37173;Q04771;Q9NV96;UNKNOWN,8,O43291;O60637;Q9NV96,3,O43291;O60637;Q9NV96,3,0.375,1,16,11,1155828,0.927152857,152833;814432;188210,1;5.32890148070116;1.2314748778078,1;5;1,28.228;28.018;40.684,59;59;55,0.912829985,0.03042328,0.027722989,596,1,2,0.43;0.38;0.64,0.483333333
bioplex,P36896,P36896,A8MVW5;O43291;O60637;P36896;P37173;Q04771;Q9NV96;UNKNOWN,8,O43291;O60637;Q9NV96,3,O43291;Q9NV96,2,0.25,17,27,20,171963,0.747565034,88081;83882,1.05005841539305;1,1;1,28.228;40.684,59;55,NA,NA,NA,597,0,2,0.25;0.28,0.265
bioplex,P36954,P36954,P0CAP2;P36954;P62487;Q9NQG5;Q9NWS0;Q9UHW5,6,P36954;P62487;Q9NQG5;Q9NWS0,4,P36954;P62487,2,0.333333333,16,37,27,374582,0.972260254,176855;191380,1;1.08212942806254,1;1,14.523;19.294,65;62,0.868785899,0.054232804,0.041884914,598,1,1,0.49;0.42,0.455
bioplex,P36957,P36957,P09622;P36957,2,P09622;P36957,2,P09622;P36957,2,1,1,32,11,5515070,0.993041504,1232824;4281268,1;3.47273252305276,1;3,54.177;48.755,53;54,0.9930415,0.000661376,0.001170711,599,1,1,0.19;0.97,0.58
bioplex,P39023,P39023,P06748;P39023;P50914;Q15527;Q96HE9;Q99848;Q9BQ04,7,P06748;P39023;P50914;Q15527;Q99848,5,P06748;P39023;P50914;Q99848,4,0.571428571,1,15,5,8352656,0.970549921,2452981;2217320;3225453;456902,5.36872458426534;4.85294439507816;7.0593978577463;1,5;5;7;1,32.575;46.109;23.432;34.852,57;54;61;57,0.999522213,0.000661376,0.001170711,600,1,1,0.27;0.91;0.9;0.99,0.7675
bioplex,P39905,P39905,P39905;P60903;P62699;Q6VN20;Q7L5Y9;Q8IUR7;Q8IVV7;Q96S59;Q9H871;Q9UL63,10,P60903;P62699;Q6VN20;Q7L5Y9;Q8IUR7;Q96S59;Q9H871;Q9UL63,8,P62699;Q6VN20;Q7L5Y9;Q8IUR7;Q96S59;Q9H871,6,0.6,1,25,14,1754502,0.933013484,138056;161050;210869;357632;590289;274215,1;1.16655560062583;1.52741641073188;2.59048502057136;4.27572144636959;1.98625919916556,1;1;2;3;4;2,13.842;67.257;45.287;75.509;77.847;43.993,66;50;54;49;49;55,0.99986486,0.000661376,0.001170711,601,1,1,1;1;1;1;1;1,1
bioplex,P40313,P40313,P40313;Q06323;Q14554;Q6AI12;Q9UL46,5,Q06323;Q14554;Q6AI12;Q9UL46,4,Q06323;Q9UL46,2,0.4,41,52,46,3926463,0.994367626,2601023;1325440,1.96238456663448;1,2;1,28.723;27.402,59;59,0.97766003,0.003306878,0.004612856,603,1,2,0.9;0.93,0.915
bioplex,P40313,P40313,P40313;Q06323;Q14554;Q6AI12;Q9UL46,5,Q06323;Q14554;Q6AI12;Q9UL46,4,Q06323;Q9UL46,2,0.4,16,31,26,187580,0.957382348,125927;51424,2.44879822650902;1,2;1,28.723;27.402,59;59,NA,NA,NA,602,0,2,0.04;0.04,0.04
bioplex,P40429,P40429,P40429;P50914;P62917;Q8IXZ2;Q96HE9;Q9BT49;Q9BYG3,7,P40429;P50914;P62917;Q9BYG3,4,P40429;P50914;P62917,3,0.428571429,1,21,5,8888272,0.993971859,448203;3374250;5062728,1;7.52839673094558;11.2956138178459,1;8;11,23.577;23.432;28.025,61;61;59,0.999463633,0.000661376,0.001170711,604,1,1,1;0.94;0.92,0.953333333
bioplex,P41743,P41743,P41743;Q8NHQ8;Q9BYG5;Q9H4E5,4,P41743;Q9BYG5,2,P41743;Q9BYG5,2,0.5,28,46,38,516243,0.97477205,183268;327765,1;1.78844642818168,1;2,68.262;41.182,50;55,0.9262093,0.027116402,0.026034451,605,1,1,0.78;0.94,0.86
bioplex,P42025,P42025,O00399;O75935;P06396;P40227;P42025;P47755;P49368;P50991;P61163;P78371;Q13561;Q14203;Q1MSJ5;Q86V94;Q8NBX0;Q92526;Q99832;Q9BTE1;Q9H2J4;Q9NZ32;Q9UJW0;Q9Y6U3,22,O00399;O75935;P06396;P40227;P42025;P47755;P49368;P50991;P61163;P78371;Q13561;Q14203;Q8NBX0;Q99832;Q9BTE1;Q9H2J4;Q9NZ32;Q9UJW0;Q9Y6U3,19,O00399;O75935;P42025;P61163;Q13561;Q14203;Q9BTE1;Q9NZ32;Q9UJW0,9,0.409090909,13,31,19,12347037,0.97615748,396361;1422624;1003844;3437282;3234824;1720074;156767;375310;580412,2.52834461334337;9.07476701091429;6.40341398381037;21.9260558663494;20.6345978426582;10.9721688875848;1;2.39406252591425;3.70238634406476,3;9;6;22;21;11;1;2;4,20.747;21.119;42.293;42.614;44.231;141.695;20.127;46.307;52.337,62;62;55;55;54;43;62;54;53,0.999999984,0.000661376,0.001170711,606,1,6,0.7;0.79;0.79;0.78;0.74;0.81;0.85;0.66;0.75,0.763333333
bioplex,P42025,P42025,O00399;O75935;P06396;P40227;P42025;P47755;P49368;P50991;P61163;P78371;Q13561;Q14203;Q1MSJ5;Q86V94;Q8NBX0;Q92526;Q99832;Q9BTE1;Q9H2J4;Q9NZ32;Q9UJW0;Q9Y6U3,22,O00399;O75935;P06396;P40227;P42025;P47755;P49368;P50991;P61163;P78371;Q13561;Q14203;Q8NBX0;Q99832;Q9BTE1;Q9H2J4;Q9NZ32;Q9UJW0;Q9Y6U3,19,P40227;P49368;P50991;P78371;Q99832;Q9H2J4,6,0.272727273,23,37,29,59281443,0.966837671,9379488;17330539;14167052;10873914;7382870;142716,65.7213486925082;121.43374954455;99.2674402309482;76.1926763642479;51.7312004260209;1,66;121;99;76;52;1,58.024;60.534;57.924;57.488;59.367;27.614,52;51;52;52;52;59,NA,NA,NA,609,0,6,0.83;0.82;0.73;0.64;0.77;0.14,0.655
bioplex,P42025,P42025,O00399;O75935;P06396;P40227;P42025;P47755;P49368;P50991;P61163;P78371;Q13561;Q14203;Q1MSJ5;Q86V94;Q8NBX0;Q92526;Q99832;Q9BTE1;Q9H2J4;Q9NZ32;Q9UJW0;Q9Y6U3,22,O00399;O75935;P06396;P40227;P42025;P47755;P49368;P50991;P61163;P78371;Q13561;Q14203;Q8NBX0;Q99832;Q9BTE1;Q9H2J4;Q9NZ32;Q9UJW0;Q9Y6U3,19,P49368;P50991;Q8NBX0;Q99832,4,0.181818182,1,14,11,2354119,0.978798093,920987;627456;374068;431170,2.46208443384625;1.67738486050665;1;1.15265138958692,2;2;1;1,60.534;57.924;47.151;59.367,51;52;54;52,NA,NA,NA,611,0,6,0.04;0.03;0.38;0.04,0.1225
bioplex,P42025,P42025,O00399;O75935;P06396;P40227;P42025;P47755;P49368;P50991;P61163;P78371;Q13561;Q14203;Q1MSJ5;Q86V94;Q8NBX0;Q92526;Q99832;Q9BTE1;Q9H2J4;Q9NZ32;Q9UJW0;Q9Y6U3,22,O00399;O75935;P06396;P40227;P42025;P47755;P49368;P50991;P61163;P78371;Q13561;Q14203;Q8NBX0;Q99832;Q9BTE1;Q9H2J4;Q9NZ32;Q9UJW0;Q9Y6U3,19,O75935;Q13561,2,0.090909091,31,51,38,472546,0.925046147,86475;381054,1;4.40652211621856,1;4,21.119;44.231,62;54,NA,NA,NA,607,0,6,0.05;0.09,0.07
bioplex,P42025,P42025,O00399;O75935;P06396;P40227;P42025;P47755;P49368;P50991;P61163;P78371;Q13561;Q14203;Q1MSJ5;Q86V94;Q8NBX0;Q92526;Q99832;Q9BTE1;Q9H2J4;Q9NZ32;Q9UJW0;Q9Y6U3,22,O00399;O75935;P06396;P40227;P42025;P47755;P49368;P50991;P61163;P78371;Q13561;Q14203;Q8NBX0;Q99832;Q9BTE1;Q9H2J4;Q9NZ32;Q9UJW0;Q9Y6U3,19,P47755;Q8NBX0,2,0.090909091,14,33,19,1122423,0.818632655,655161;467262,1.40212771421601;1,1;1,32.949;47.151,57;54,NA,NA,NA,610,0,6,0.22;0.47,0.345
bioplex,P42224,P42224,P42224;Q30154;Q9HBV2;Q9Y6I9,4,P42224;Q9Y6I9,2,P42224;Q9Y6I9,2,0.5,1,15,10,408483,0.948963128,96480;310947,1;3.22291666666667,1;3,87.335;34.189,48;57,0.854570656,0.05952381,0.044541626,612,1,1,0.12;0.44,0.28
bioplex,P42285,P42285,P42285;P57052;Q15024;Q96B26;Q9NQT5;Q9Y580,6,P42285;Q15024;Q96B26;Q9NQT5;Q9Y580,5,Q15024;Q96B26;Q9NQT5,3,0.5,1,13,5,507978,0.981425366,214776;164971;122629,1.75142910730741;1.3452853729542;1,2;1;1,31.821;30.04;29.572,58;58;58,0.996676236,0.000661376,0.001170711,613,1,1,1;0.64;1,0.88
bioplex,P42696,P42696,P06748;P26373;P42696;P50914;P62241;P62917;Q02539;Q16670;Q8IXZ2;Q96HE9;Q9BT49;Q9UGY1,12,P06748;P26373;P42696;P50914;P62241;P62917,6,P06748;P26373;P42696;P50914;P62241;P62917,6,0.5,1,23,5,25738946,0.953896705,2965312;6068109;139546;3410637;8051317;5095978,21.2497097731214;43.4846502228656;1;24.4409513708741;57.696508678142;36.5182663781119,21;43;1;24;58;37,32.575;24.261;48.565;23.432;24.205;28.025,57;60;54;61;60;59,0.999923877,0.000661376,0.001170711,614,1,1,0.32;0.93;1;0.95;0.86;0.92,0.83
bioplex,P42701,P42701,O43502;P04350;P11021;P42701;P68366;Q13509;Q3ZCM7;Q6UXH1;Q71U36;Q8IYL2;Q96AB3;Q9BRT8;Q9H3M7;Q9Y4K0,14,O43502;P04350;P11021;Q13509;Q6UXH1;Q96AB3,6,P04350;P11021;Q13509,3,0.214285714,1,15,9,4015610,0.956518635,710023;2576783;728804,1;3.62915426683361;1.02645125580439,1;4;1,49.586;72.333;50.433,53;50;53,0.892631057,0.040343915,0.034439928,616,1,3,0.15;0.12;0.15,0.14
bioplex,P42701,P42701,O43502;P04350;P11021;P42701;P68366;Q13509;Q3ZCM7;Q6UXH1;Q71U36;Q8IYL2;Q96AB3;Q9BRT8;Q9H3M7;Q9Y4K0,14,O43502;P04350;P11021;Q13509;Q6UXH1;Q96AB3,6,P04350;Q13509,2,0.142857143,20,28,24,668500,0.989595151,321520;346980,1;1.07918636476735,1;1,49.586;50.433,53;53,NA,NA,NA,617,0,3,0.07;0.07,0.07
bioplex,P43121,P43121,O00214;P43121;P61421;Q12860;Q16363;Q8NB49;Q93050;Q9Y487,8,P43121;P61421;Q16363;Q8NB49;Q93050;Q9Y487,6,P61421;Q93050;Q9Y487,3,0.375,1,17,8,1357450,0.965424405,729619;389745;238086,3.06451870332569;1.63699251530959;1,3;2;1,40.329;96.413;98.082,55;47;47,0.977642507,0.003306878,0.004612856,618,1,1,0.73;0.87;0.87,0.823333333
bioplex,P43487,P43487,P18754;P43487,2,P18754;P43487,2,P18754;P43487,2,1,33,48,44,1983877,0.957872308,133002;1846111,1;13.8803251078931,1;14,44.969;23.31,54;61,0.9578723,0.010582011,0.012143291,619,1,1,0.07;0.12,0.095
