Complex_ID,Complex_Name,Subunits_UniProt_IDs,Database
Complex_4947,,"Q567U6, Q9UBI1, Q9H0A8",Heusel_BioPlex_2019
Complex_4948,,"Q567U6, Q9UBI1",Heusel_BioPlex_2019
Complex_4949,,"O95905, Q99459, Q56P03, Q9Y312, O75643, Q9BUQ8, Q9Y5U2",Heusel_BioPlex_2019
Complex_4950,,"O75643, Q9BUQ8, Q9BZJ0",Heusel_BioPlex_2019
Complex_4951,,"Q5J8M3, Q15006",Heusel_BioPlex_2019
Complex_4952,,"Q969U7, Q9BT73, P25786, Q5JS54","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_4953,,"P15880, Q13895",Heusel_BioPlex_2019
Complex_4954,,"P35611, Q9UEY8","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_4955,,"O43752, Q9HAV4, O14653, O60499, Q12981, Q9UNK0, Q96KC8","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_4956,,"Q9P2W9, Q12981, Q70UQ0",Heusel_BioPlex_2019
Complex_4957,,"Q9UEU0, Q70UQ0",Heusel_BioPlex_2019
Complex_4958,,"Q15024, Q9NQT5, Q5RKV6",Heusel_BioPlex_2019
Complex_4959,,"Q5SSJ5, P62241, P50914, P06748",Heusel_BioPlex_2019
Complex_4960,,"Q5SSJ5, P62241",Heusel_BioPlex_2019
Complex_4961,,"P35222, P26232",Heusel_BioPlex_2019
Complex_4962,,"Q13557, Q13555","Heusel_BioPlex_2019, Heusel_StringDB_2019, Heusel_CSB_2019"
Complex_4963,,"Q9BV38, P15880",Heusel_BioPlex_2019
Complex_4964,,"Q9Y6W5, Q9Y2A7, Q96F07, Q9NYB9, Q7L576, Q8IZP0, Q92558",Heusel_BioPlex_2019
Complex_4965,,"P20340, Q16850, P07099",Heusel_BioPlex_2019
Complex_4966,,"Q2TAA5, Q9Y394, Q9BSJ8",Heusel_BioPlex_2019
Complex_4967,,"Q16850, P07099",Heusel_BioPlex_2019
Complex_4968,,"Q9Y394, O60749",Heusel_BioPlex_2019
Complex_4969,,"O15400, O43752, Q86Y82, Q13277, O95721",Heusel_BioPlex_2019
Complex_4970,,"Q13084, Q9BYD3, Q9NYK5, Q9NP92, Q5T653",Heusel_BioPlex_2019
Complex_4971,,"O95292, Q5T8D3",Heusel_BioPlex_2019
Complex_4972,,"Q5VTR2, O95721, P51665, P35613","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_4973,,"O95721, P51665",Heusel_BioPlex_2019
Complex_4974,,"Q9NV96, Q9Y5M8",Heusel_BioPlex_2019
Complex_4975,,"O95721, P51665, P35613, Q5VTR2","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_4976,,"Q5VU43, Q15691",Heusel_BioPlex_2019
Complex_4977,,"Q5VYK3, P35613, O75695",Heusel_BioPlex_2019
Complex_4978,,"Q5VYK3, P35613",Heusel_BioPlex_2019
Complex_4979,,"P04899, O75695",Heusel_BioPlex_2019
Complex_4980,,"Q658Y4, Q9HAS0",Heusel_BioPlex_2019
Complex_4981,,"Q15532, Q92785, Q96GM5, Q969G3",Heusel_BioPlex_2019
Complex_4982,,"P51648, Q96CS3",Heusel_BioPlex_2019
Complex_4983,,"Q96CS3, O75695",Heusel_BioPlex_2019
Complex_4984,,"P53609, P49354","Heusel_BioPlex_2019, Heusel_StringDB_2019, Heusel_CSB_2019"
Complex_4985,,"Q9Y6M7, P55011, Q4KMQ2, Q9UP95, Q7Z3C6, Q14118, P04920",Heusel_BioPlex_2019
Complex_4986,,"O15439, Q08722",Heusel_BioPlex_2019
Complex_4987,,"Q6UWP7, Q9Y6A9, Q15005","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_4988,,"Q6UWP7, Q9Y6A9, Q9Y6D6",Heusel_BioPlex_2019
Complex_4989,,"P31946, Q04917, P63104, P27348, P31947, P61981, P62258","Heusel_BioPlex_2019, Humap2, Heusel_StringDB_2019, Heusel_CSB_2019"
Complex_4990,,"P62241, P50914",Heusel_BioPlex_2019
Complex_4991,,"P35613, Q6NUK1",Heusel_BioPlex_2019
Complex_4992,,"Q9BYD3, Q9NYK5, Q9NP92, Q6P1L8",Heusel_BioPlex_2019
Complex_4993,,"Q9Y312, Q6P2Q9, Q9BUQ8, Q9Y5U2, Q96DI7",Heusel_BioPlex_2019
Complex_4994,,"Q9Y312, Q9BUQ8, P35613, Q6P2Q9",Heusel_BioPlex_2019
Complex_4995,,"Q9NWS8, O14975, P43007, P28288, P04920, Q53EU6, Q8TB61, Q8N2K0, Q8NC56, Q969V5, Q9NRK6, Q9P0L0, O15258, Q9C0E8, Q9BTV4, Q9NRW7, O95159, Q8TBA6, P18031, Q8NBJ4, P43304, O95297, Q8IWT6, O15228, Q658P3, P98172, Q8N5K1, Q8IW92, Q9BTX1, P55084, O43808, Q8NBX0, Q9NRG9","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_4996,,"Q8N5K1, P43304, O15258, Q9C0E8, P55084, Q9BTV4, Q8NBX0, Q9NRG9, P98172, P18031",Heusel_BioPlex_2019
Complex_4997,,"O00461, Q8IWT6, Q07065",Heusel_BioPlex_2019
Complex_4998,,"O14975, Q8N2K0, P43007",Heusel_BioPlex_2019
Complex_4999,,"P28288, Q9H0P0, Q8IWT6",Heusel_BioPlex_2019
Complex_5000,,"Q15293, Q15084, Q9HCN8","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5001,,"Q15293, Q9HCN8",Heusel_BioPlex_2019
Complex_5002,,"Q6P1J9, Q6PD62",Heusel_BioPlex_2019
Complex_5003,,"O00186, Q12846","Heusel_BioPlex_2019, Humap2"
Complex_5004,,"P56377, O43747",Heusel_BioPlex_2019
Complex_5005,,"P49368, Q99832",Heusel_BioPlex_2019
Complex_5006,,"Q96EV8, Q6QNY0",Heusel_BioPlex_2019
Complex_5007,,"P30519, Q6UW68",Heusel_BioPlex_2019
Complex_5008,,"Q92990, O43676, O43402, Q658P3, O95182, Q9P0I2, Q9Y6M9, O95168, Q9BW27, Q9NPA0, Q9NZJ4, P03915, Q96S52, Q6ZXV5, O95169, O43674","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5009,,"O15400, Q92990, P18031, Q9BW27, Q9NX62, Q96S52, O15126, Q9BU23, Q15836",Heusel_BioPlex_2019
Complex_5010,,"Q15836, Q9BW27",Heusel_BioPlex_2019
Complex_5011,,"Q14197, P49406, Q7Z7F7, Q9NVS2, Q9BYD2, Q9NQ50, Q8TCC3",Heusel_BioPlex_2019
Complex_5012,,"P08107, P11142",Heusel_BioPlex_2019
Complex_5013,,"P62917, Q02878",Heusel_BioPlex_2019
Complex_5014,,"Q9BQA1, Q15910, Q15022, Q9UHR5, O75530","Heusel_BioPlex_2019, Heusel_StringDB_2019, Heusel_CSB_2019"
Complex_5015,,"Q709C8, Q92575, Q14139, Q96CS3","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5016,,"Q92575, Q96CS3",Heusel_BioPlex_2019
Complex_5017,,"Q8NBX0, Q8WWY3, Q9Y6E2, Q9BTV4, P22413","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5018,,"Q7L2E3, Q12905",Heusel_BioPlex_2019
Complex_5019,,"P33993, Q14566",Heusel_BioPlex_2019
Complex_5020,,"P62917, Q9BYG3, Q7Z2W4","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5021,,"Q7Z2W9, Q9BYD3, Q9NYK5, Q9HD33, Q9NP92",Heusel_BioPlex_2019
Complex_5022,,"Q7Z392, Q8WVT3",Heusel_BioPlex_2019
Complex_5023,,"Q7Z3C6, Q96CS3",Heusel_BioPlex_2019
Complex_5024,,"Q96CS3, P17931",Heusel_BioPlex_2019
Complex_5025,,"Q9UBI1, Q7Z3J2, Q9H0A8",Heusel_BioPlex_2019
Complex_5026,,"Q7Z4G1, Q9UBI1, Q9H0A8",Heusel_BioPlex_2019
Complex_5027,,"Q9NWS8, Q6NXT6, Q9Y6C9, P11142, Q86XI2, Q12981, P50851, O95347, Q9NVH1, Q9BVT8, Q6IBW4, Q7Z4R8, O95373, Q9Y277, P16615, Q8NEW0, Q96RQ1","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5028,,"P42695, Q86XI2, O94905, P35232, Q99623",Heusel_BioPlex_2019
Complex_5029,,"O95373, Q12981, O95347, Q86XI2",Heusel_BioPlex_2019
Complex_5030,,"O43181, Q9Y6M9, O95169",Heusel_BioPlex_2019
Complex_5031,,"Q9Y4A5, O00268, Q6VMQ6, Q15542, P49848, Q12962","Heusel_BioPlex_2019, Heusel_StringDB_2019"
Complex_5032,,"Q13084, Q9BYD3, Q7Z7F7, Q9H2W6, Q9BZE1, Q9HD33, Q9NP92, Q9NYK5, Q96GC5, Q9NQ50",Heusel_BioPlex_2019
Complex_5033,,"Q7Z7H5, P49755",Heusel_BioPlex_2019
Complex_5034,,"Q7Z7H8, Q9BYD3, Q9NYK5, Q9HD33, Q9NP92",Heusel_BioPlex_2019
Complex_5035,,"Q9BYD3, Q9NP92",Heusel_BioPlex_2019
Complex_5036,,"Q86YP4, Q8WXI9, O95983, Q13330",Heusel_BioPlex_2019
Complex_5037,,"Q13330, Q9BUQ8, Q96KQ7, Q6P2Q9",Heusel_BioPlex_2019
Complex_5038,,"Q9H9B1, O95782",Heusel_BioPlex_2019
Complex_5039,,"O94973, Q9H9B1",Heusel_BioPlex_2019
Complex_5040,,"Q9NZ32, P42025, O00399",Heusel_BioPlex_2019
Complex_5041,,"A5D8V6, Q99816, Q96EY5, Q9H9H4, Q9UK41","Heusel_BioPlex_2019, Humap2, Heusel_StringDB_2019, Heusel_CSB_2019"
Complex_5042,,"Q9NWS8, Q08722, P24539, P13591, Q99442, P04920, Q86VR2, Q6UWP7, O75915, Q9Y375","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5043,,"Q6UWP7, Q08722, P13591",Heusel_BioPlex_2019
Complex_5044,,"Q86VX2, Q9UBI1, Q9H0A8",Heusel_BioPlex_2019
Complex_5045,,"Q86VX2, Q9UBI1",Heusel_BioPlex_2019
Complex_5046,,"Q86X29, Q9NV96, O14763, O43291",Heusel_BioPlex_2019
Complex_5047,,"P08107, Q99832, P10809, P11142",Heusel_BioPlex_2019
Complex_5048,,"Q86X83, Q9UBI1, Q9H0A8",Heusel_BioPlex_2019
Complex_5049,,"Q9Y5M8, O43291, Q96CS3",Heusel_BioPlex_2019
Complex_5050,,"O94766, P35613, Q86Y56","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5051,,"P35613, Q86Y56",Heusel_BioPlex_2019
Complex_5052,,"O15031, Q9UP95, Q92604, Q9H3N1, Q9H330, Q6UWP7, Q8NEW0, P18031","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5053,,"Q6UWP7, Q9H3N1, Q6NUQ4",Heusel_BioPlex_2019
Complex_5054,,"P50570, Q05193, Q9UQ16, P47224","Heusel_BioPlex_2019, Humap2"
Complex_5055,,"O15400, Q15836, O43752, O00161, P51809, Q86Y82, Q9BV40, O14653, O60499, Q8TC07, P11117, Q9UNK0, Q9NR50, Q9BRR6, Q9Y6E2, O95721, A2RU67, Q12846",Heusel_BioPlex_2019
Complex_5056,,"Q13144, O00161, O14653, Q9UI10, Q96CV9, Q9UNK0, Q14232, Q9NR50, P49770, P40222",Heusel_BioPlex_2019
Complex_5057,,"Q13144, Q8WU76, Q9BVI4, Q9P2W9, A2RRP1, Q9NZ43, Q9UHD2, P78316",Heusel_BioPlex_2019
Complex_5058,,"Q9P2W9, Q99747, Q12981, Q9NZ43, Q08379, P54920, P78316",Heusel_BioPlex_2019
Complex_5059,,"Q96AJ9, Q9H0X4, Q13190",Heusel_BioPlex_2019
Complex_5060,,"Q15836, Q9H0X4, Q13190",Heusel_BioPlex_2019
Complex_5061,,"P40222, Q99747, Q86Y82",Heusel_BioPlex_2019
Complex_5062,,"Q9NRW7, O14763",Heusel_BioPlex_2019
Complex_5063,,"Q9NR50, Q08379",Heusel_BioPlex_2019
Complex_5064,,"Q96CV9, Q14232",Heusel_BioPlex_2019
Complex_5065,,"Q14232, Q9NR50","Heusel_BioPlex_2019, Heusel_StringDB_2019"
Complex_5066,,"P53041, P08238, Q58FF6, P07900","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5067,,"Q8IUR7, Q9H871",Heusel_BioPlex_2019
Complex_5068,,"O95298, O75489, Q9NPL8, Q9BQ95, Q9Y375",Heusel_BioPlex_2019
Complex_5069,,"O75616, Q9BYD3, Q9NYK5",Heusel_BioPlex_2019
Complex_5070,,"P38159, P09651",Heusel_BioPlex_2019
Complex_5071,,"Q96CS3, Q8IWA4",Heusel_BioPlex_2019
Complex_5072,,"Q7L1Q6, Q92973, Q9NWS8, Q8WY22","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5073,,"Q92973, Q8WY22",Heusel_BioPlex_2019
Complex_5074,,"Q9H2M9, Q8WVT3, P51809, O15121","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5075,,"Q9H2M9, Q15042","Heusel_BioPlex_2019, Heusel_StringDB_2019, Heusel_CSB_2019"
Complex_5076,,"P51809, O15121",Heusel_BioPlex_2019
Complex_5077,,"Q8IXM3, Q9BYD3, Q9NYK5, Q9HD33, Q9NP92",Heusel_BioPlex_2019
Complex_5078,,"Q8IY18, Q9NXX6",Heusel_BioPlex_2019
Complex_5079,,"Q8IY81, Q02878, Q9H074, P50914, P06748, P62917",Heusel_BioPlex_2019
Complex_5080,,"Q96QF0, O75496","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5081,,"Q9Y276, Q9NV70, P55084, P98194, Q7Z5G4, Q658P3","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5082,,"Q9Y276, P98194",Heusel_BioPlex_2019
Complex_5083,,"Q9BV38, Q8IZL8",Heusel_BioPlex_2019
Complex_5084,,"P26373, P06748",Heusel_BioPlex_2019
Complex_5085,,"P00167, Q9Y6C9","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5086,,"Q8IY18, Q96MG7, Q8WV22, Q96SB8, Q9NXX6","Heusel_BioPlex_2019, Heusel_StringDB_2019"
Complex_5087,,"Q9BQE5, O14975, Q15003",Heusel_BioPlex_2019
Complex_5088,,"Q9BQE5, O14975",Heusel_BioPlex_2019
Complex_5089,,"Q9BQE5, Q99576",Heusel_BioPlex_2019
Complex_5090,,"Q8NC56, Q86X29, Q9Y2U8, O75063, O95292, O95347, Q16625, Q9H0B6, Q9NVH1, Q6ZXV5, O95159","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5091,,"Q86X29, O95347",Heusel_BioPlex_2019
Complex_5092,,"P50914, P62906",Heusel_BioPlex_2019
Complex_5093,,"Q15836, Q9BV40",Heusel_BioPlex_2019
Complex_5094,,"Q15833, O00161","Heusel_BioPlex_2019, Heusel_StringDB_2019"
Complex_5095,,"Q8N4V1, Q15006",Heusel_BioPlex_2019
Complex_5096,,"P30519, Q8N5K1",Heusel_BioPlex_2019
Complex_5097,,"O95707, Q8N5L8",Heusel_BioPlex_2019
Complex_5098,,"Q13084, Q8N5N7, P26373, Q9BYD3, Q9NYK5, Q9HD33, Q9NP92",Heusel_BioPlex_2019
Complex_5099,,"Q9UP83, P50851, Q9P0K7, Q8WTW3, Q9Y2V7, Q14139, Q08AM6, Q9BQ95",Heusel_BioPlex_2019
Complex_5100,,"Q9UBI1, Q9H0A8",Heusel_BioPlex_2019
Complex_5101,,"O60499, Q9Y3D7, Q9Y5Y0, Q9Y2U8","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5102,,"Q9Y6M7, Q9H2J7, Q8TBA6",Heusel_BioPlex_2019
Complex_5103,,"Q9Y3D7, Q9Y5Y0",Heusel_BioPlex_2019
Complex_5104,,"Q15006, Q8N766",Heusel_BioPlex_2019
Complex_5105,,"Q8N7H5, Q6P1J9","Heusel_BioPlex_2019, Heusel_StringDB_2019"
Complex_5106,,"P78527, O00743, Q9UPN7, Q5H9R7, Q04721","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5107,,"O00743, Q9UPN7","Heusel_BioPlex_2019, Heusel_StringDB_2019"
Complex_5108,,"O14530, P49368, Q13371",Heusel_BioPlex_2019
Complex_5109,,"P54709, Q15165",Heusel_BioPlex_2019
Complex_5110,,"P50914, P06748",Heusel_BioPlex_2019
Complex_5111,,"Q2TAA5, Q3SXM5, Q9Y3E5, O60831, Q68D91, Q9NVJ2, Q8NBX0, Q96KC8","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5112,,"O14975, Q3SXM5, Q70UQ0, Q9Y3E5, O60831, Q9NVJ2, Q8NBX0",Heusel_BioPlex_2019
Complex_5113,,"O75688, Q6NUM9",Heusel_BioPlex_2019
Complex_5114,,"Q14344, O15228",Heusel_BioPlex_2019
Complex_5115,,"Q7Z7A3, Q14344",Heusel_BioPlex_2019
Complex_5116,,"Q8NBU5, Q96CS3",Heusel_BioPlex_2019
Complex_5117,,"P24539, Q9BYD3, Q9BZE1, Q5T160","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5118,,"Q9BYD3, Q9BZE1",Heusel_BioPlex_2019
Complex_5119,,"P78371, P40227, Q99832",Heusel_BioPlex_2019
Complex_5120,,"Q9UNN8, P23470, P29992, Q8NHG7, P13591, P00387, P78310, P61019, O75915","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5121,,"P29317, Q93050, P29992, Q8NHG7, P13591, P78310, P61019, O75915",Heusel_BioPlex_2019
Complex_5122,,"P23470, Q93050, Q14254, Q9Y487",Heusel_BioPlex_2019
Complex_5123,,"P11216, Q14344",Heusel_BioPlex_2019
Complex_5124,,"Q15532, Q92785, Q969G3, Q96GM5, Q8NFD5",Heusel_BioPlex_2019
Complex_5125,,"P55735, Q9H0B6, Q9NSK0",Heusel_BioPlex_2019
Complex_5126,,"P33176, Q9NSK0",Heusel_BioPlex_2019
Complex_5127,,"Q92520, Q9H3K2","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5128,,"Q9H410, Q9HBM1, Q8NBT2, O95229",Heusel_BioPlex_2019
Complex_5129,,"Q13084, Q8TAE8, Q9BYD3, Q9HD33, Q9BZE1, Q9NP92",Heusel_BioPlex_2019
Complex_5130,,"Q15532, Q92785, Q969G3, Q96GM5, Q8TAQ2",Heusel_BioPlex_2019
Complex_5131,,"Q8TBF4, P15880",Heusel_BioPlex_2019
Complex_5132,,"Q9ULC3, Q12846",Heusel_BioPlex_2019
Complex_5133,,"P52907, P47756, Q9UJX3, Q9Y6A5, P47755","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5134,,"Q9HBM0, Q5VTR2",Heusel_BioPlex_2019
Complex_5135,,"Q8TDD1, P50914, P06748",Heusel_BioPlex_2019
Complex_5136,,"P23229, Q9UHQ9, Q9NVH1, Q8TC12, Q8WUY1, P55011, Q9H1E5, Q7Z2K6, Q9H813, Q9BXP2, Q16850, Q9Y394, Q86X29, O43292, Q8WVC6, P51798, Q9NX62, Q9GZY4, Q96CP6","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5137,,"Q9UHQ9, Q9BXP2, Q16850, Q8WVC6, Q9NX62, Q8TC12, Q96CP6, Q7Z2K6",Heusel_BioPlex_2019
Complex_5138,,"Q8TEQ8, Q9GZY4",Heusel_BioPlex_2019
Complex_5139,,"Q9Y394, Q9NX62",Heusel_BioPlex_2019
Complex_5140,,"Q8WXI9, Q16576",Heusel_BioPlex_2019
Complex_5141,,"P78537, Q969J3, O95295, Q6QNY1","Heusel_BioPlex_2019, Heusel_StringDB_2019"
Complex_5142,,"Q969J3, Q6QNY1",Heusel_BioPlex_2019
Complex_5143,,"Q99848, Q8TDN6, P50914, P06748",Heusel_BioPlex_2019
Complex_5144,,"Q9H1E5, Q9Y6D5, Q9BVT8, Q9Y6D6, Q9Y6M5, A2RU67","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5145,,"O00267, Q9H4L7",Heusel_BioPlex_2019
Complex_5146,,"Q8WTT2, P50914, P06748",Heusel_BioPlex_2019
Complex_5147,,"Q15262, Q8WTV0",Heusel_BioPlex_2019
Complex_5148,,"Q92600, Q9H9A5, A5YKK6",Heusel_BioPlex_2019
Complex_5149,,"P35613, Q9Y282",Heusel_BioPlex_2019
Complex_5150,,"P55735, Q8NFH3, Q8WUM0",Heusel_BioPlex_2019
Complex_5151,,"Q6P1J9, Q8WVC0","Heusel_BioPlex_2019, Humap2"
Complex_5152,,"Q8WVM8, Q9NZ43, Q9P2W9",Heusel_BioPlex_2019
Complex_5153,,"Q9Y2L5, Q7Z392, Q9Y5R8, Q9Y296, O43617, Q8WVT3, Q8IUR0, Q9UL33",Heusel_BioPlex_2019
Complex_5154,,"Q86SZ2, Q9Y5R8, Q9Y296, O43617","Heusel_BioPlex_2019, Heusel_StringDB_2019, Heusel_CSB_2019"
Complex_5155,,"Q8IUR0, Q9UL33, Q9Y296, O43617","Heusel_BioPlex_2019, Heusel_StringDB_2019"
Complex_5156,,"Q7Z392, Q8WVT3, Q9Y2L5",Heusel_BioPlex_2019
Complex_5157,,"Q9UL33, O43617","Heusel_BioPlex_2019, Heusel_StringDB_2019"
Complex_5158,,"Q15293, Q15084",Heusel_BioPlex_2019
Complex_5159,,"Q86YP4, Q09028, Q16576, Q9UBB5, Q92769, Q8WXI9, Q9BTC8, Q9HAV0, O14519, Q14839, Q13547, O94776, O95983, Q13330, Q13033",Heusel_BioPlex_2019
Complex_5160,,"Q09028, Q16576, Q8WXI9, O94776, Q13330","Heusel_BioPlex_2019, Heusel_StringDB_2019"
Complex_5161,,"Q9Y320, Q8NBN3, Q8TC12, Q6ZXV5, Q7Z7H5, Q8TB61, Q14118, Q9C0E8, Q7Z2K6, O43402, Q8IYS2, Q9H813, Q15738, Q8IWT6, Q9Y2U8, Q9BU23, Q96N66, Q86X29, Q9NV96, O43292, Q9NX62, O75915, Q8WY22, Q96CP6","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5162,,"Q9Y320, Q7Z7H5, O43402, Q8IYS2, Q86X29, Q8IWT6, Q9C0E8, Q9NX62, Q8TC12, O75915, Q8WY22, Q9BU23, Q7Z2K6",Heusel_BioPlex_2019
Complex_5163,,"Q9NX62, Q9Y2U8",Heusel_BioPlex_2019
Complex_5164,,"Q86YP4, Q09028, Q16576, Q9UBB5, Q92769, Q13547, O94776, P22087, Q13330","Heusel_BioPlex_2019, Heusel_StringDB_2019"
Complex_5165,,"Q9Y399, Q9Y3D9",Heusel_BioPlex_2019
Complex_5166,,"Q92544, P54709",Heusel_BioPlex_2019
Complex_5167,,"P82675, Q92552, Q92665",Heusel_BioPlex_2019
Complex_5168,,"Q96CS3, Q709C8, Q92575, Q14139","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5169,,"Q14141, Q92599",Heusel_BioPlex_2019
Complex_5170,,"Q9UNS2, P61201",Heusel_BioPlex_2019
Complex_5171,,"Q9BPX3, Q15021, Q15003",Heusel_BioPlex_2019
Complex_5172,,"Q8WXI9, Q16576, Q92769",Heusel_BioPlex_2019
Complex_5173,,"Q8WXI9, Q92769",Heusel_BioPlex_2019
Complex_5174,,"Q16543, P07900",Heusel_BioPlex_2019
Complex_5175,,"Q92900, Q02878",Heusel_BioPlex_2019
Complex_5176,,"Q15532, Q92785, Q969G3, Q96GM5, Q92922",Heusel_BioPlex_2019
Complex_5177,,"Q15532, Q92785, Q969G3, Q96GM5, Q92925",Heusel_BioPlex_2019
Complex_5178,,"Q9Y6W5, Q96F07, Q9NYB9, Q7L576, Q8IZP0",Heusel_BioPlex_2019
Complex_5179,,"Q969J3, Q96GS4","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5180,,"Q969N2, Q92643",Heusel_BioPlex_2019
Complex_5181,,"Q969X5, P98172",Heusel_BioPlex_2019
Complex_5182,,"Q969Z3, O75695",Heusel_BioPlex_2019
Complex_5183,,"Q96A26, Q9H3G5, P35613",Heusel_BioPlex_2019
Complex_5184,,"Q96A26, P35613",Heusel_BioPlex_2019
Complex_5185,,"Q96A65, Q96EV8, P35613",Heusel_BioPlex_2019
Complex_5186,,"O95721, Q96A65, P35613",Heusel_BioPlex_2019
Complex_5187,,"Q9NV96, Q96CS3",Heusel_BioPlex_2019
Complex_5188,,"Q9BYN8, Q07021, Q92552, P82663, Q9Y2R9",Heusel_BioPlex_2019
Complex_5189,,"Q9Y4B6, P61313, Q5JU69",Heusel_BioPlex_2019
Complex_5190,,"Q8NAF0, P07199",Heusel_BioPlex_2019
Complex_5191,,"Q9C0C9, Q6P158",Heusel_BioPlex_2019
Complex_5192,,"Q96DI7, P62316, O75643, Q8WWY3, Q6P2Q9, Q9BUQ8, O94906, Q9Y5U2, Q15029, P62314, O95400",Heusel_BioPlex_2019
Complex_5193,,"Q9UBB9, Q8WWY3, Q6P2Q9, O43395, Q9BUQ8",Heusel_BioPlex_2019
Complex_5194,,"P62314, P62316","Heusel_BioPlex_2019, Heusel_StringDB_2019"
Complex_5195,,"Q92620, Q9ULR0",Heusel_BioPlex_2019
Complex_5196,,"O43395, O95905",Heusel_BioPlex_2019
Complex_5197,,"Q9H9Q2, Q92905, P61201, Q9BT78, Q7L5N1",Heusel_BioPlex_2019
Complex_5198,,"O75380, O43678",Heusel_BioPlex_2019
Complex_5199,,"Q9BYD3, Q8N983, Q9NYK5, Q9NP92",Heusel_BioPlex_2019
Complex_5200,,"Q96EL2, P82675, Q92665",Heusel_BioPlex_2019
Complex_5201,,"Q9BYD3, Q9NP92, Q96EL3",Heusel_BioPlex_2019
Complex_5202,,"P82675, Q9Y399, Q92665, Q96EY7",Heusel_BioPlex_2019
Complex_5203,,"Q96FX7, Q9UJA5","Heusel_BioPlex_2019, Humap2, Heusel_StringDB_2019"
Complex_5204,,"Q96FZ2, P15927",Heusel_BioPlex_2019
Complex_5205,,"Q08722, Q8IYS2, Q8NBU5, Q8TB61, O75165, Q9Y282, O15127, Q8WUD6","Heusel_BioPlex_2019, Heusel_CSB_2019"
Complex_5206,,"Q96GA3, P15880, Q13895",Heusel_BioPlex_2019
Complex_5207,,"Q9BYD3, Q9NYK5, Q9H2W6, Q9HD33, Q9NP92, Q96GC5",Heusel_BioPlex_2019
Complex_5208,,"P08238, Q96GD4, P07900",Heusel_BioPlex_2019
Complex_5209,,"Q96GM8, P15880",Heusel_BioPlex_2019
Complex_5210,,"P62906, Q96GQ7, P50914, P06748, P62917, P62241",Heusel_BioPlex_2019
Complex_5211,,"Q6DKI1, Q9NQ55, O75683, P40429, Q9NWT1, P62906, O95793, O43159, Q13610, Q9BRJ6, Q9Y221, Q5SSJ5, P61313, Q9NUL3, P39023, Q99848, Q9NW13, Q9HCE1, Q96GQ7, Q15397, Q9BRT6, Q9NZM5, Q8TDN6, P46087, Q8IY81, Q92900, Q9H8H2, Q8WTT2, P42696, Q9Y3C1, Q9BQG0, Q1ED39, Q15050",Heusel_BioPlex_2019
Complex_5212,,"O75533, Q6DKI1, Q99575, Q7L2E3, Q00577, P62750, Q9GZR7, Q6ZN17, Q9H6F5, Q9H7B2, Q5SSJ5, Q8TBF4, Q13601, Q13823, Q8N9T8, Q13435, P61247, P62277, P62841, Q9Y3C1",Heusel_BioPlex_2019
Complex_5213,,"P62750, Q8TBF4, P62277, Q96ME7, Q5T3I0, O00541",Heusel_BioPlex_2019
Complex_5214,,"Q13310, Q6PKG0, Q9Y3C1, Q96DV4, Q15050",Heusel_BioPlex_2019
Complex_5215,,"Q7L2E3, Q13823, P62841, Q99575",Heusel_BioPlex_2019
Complex_5216,,"Q13310, Q5JTH9, Q9NUD5",Heusel_BioPlex_2019
