Protein A,Protein B
Q8IZL9,Q8N6R0
Q8IZL9,Q2VPB7
Q8NC01,Q6NSW5
Q9Y6N1,Q9NYJ1
Q9Y6N1,Q9Y487
Q9Y6N1,Q96BR5
Q9Y6N1,Q49B96
Q9Y6N1,Q8N8Y2
Q9BW60,Q8IUE6
Q9BW60,P20339
Q9BW60,Q5TEC6
Q7L5A8,Q9UHI6
Q7L5A8,P13637
Q7L5A8,P24390
Q7L5A8,Q9UGP8
Q7L5A8,Q9BRR3
Q7L5A8,Q969Z0
Q7L5A8,Q3ZCM7
Q7L5A8,P57678
Q7L5A8,Q5VYK3
O15120,P13637
O15120,P54707
O15120,P11142
O15120,P54652
O15120,Q9BUB7
O15120,Q93050
O15120,P51636
O15120,P37235
O15120,Q13286
O15120,Q99942
O15120,O75896
UNKNOWN,A6NIH7
UNKNOWN,O15120
Q13643,Q96KM6
Q13643,Q5VZL5
Q13643,Q99959
Q13643,Q9ULH7
Q13643,Q8IX12
Q13643,Q92615
Q13643,Q9Y2K7
Q13643,Q9ULJ3
Q13643,Q96HA1
Q13643,A8CG34
Q13643,Q8IX01
Q13643,O75128
Q13643,Q6ZMP0
Q13643,P29590
Q13643,Q9ULD2
Q13643,O95789
Q13643,Q9UPN9
Q13643,Q7Z309
Q13643,Q9Y597
Q13643,Q8TBC3
Q13643,P22607
Q13643,Q13620
Q13643,P85037
Q13643,Q8IY63
Q13643,Q15942
Q13643,P18850
Q13643,Q99700
Q13643,Q5JTD0
Q13643,Q9H2P0
Q13643,Q9H4A3
Q13643,Q7Z5K2
Q13643,Q14244
Q13643,P03971
Q13643,O94761
Q13643,Q2TAL8
Q13643,B4DH47
Q13643,Q17RN3
Q13643,Q9H2X6
Q13643,Q86Z02
Q13643,Q9BX63
Q13643,Q86XI8
Q13643,Q9UPZ6
Q13643,Q9HCD6
Q13643,Q9BY89
Q8TDQ7,P46926
Q8TDQ7,P57721
Q8TDQ7,Q9Y303
P51674,Q5SWX8
P51674,Q8N6M3
P51674,Q7Z2K6
P51674,Q8NC42
P51674,O14763
P51674,Q9GZP9
P51674,P47224
O00219,Q96G97
O00165,Q9H078
O00165,Q75QN2
O00165,Q6AI08
O00165,Q9NP58
O00165,Q9Y6D5
O00165,Q71U36
O00165,Q8WUH6
O00165,O14757
O00165,P56962
O00165,Q9Y2Z2
O00165,Q9HBR0
O00165,O94910
O00165,Q96BD0
P13598,Q5BJH7
P13598,P61803
P13598,P13637
P13598,Q8WUM9
P13598,Q92544
P13598,O15321
P13598,Q6NSJ5
P13598,Q9NRF8
P13598,P04843
P13598,Q9P244
P13598,Q6P4Q7
P13598,Q9H8M5
P13598,P20337
P13598,P36897
P13598,P36896
P13598,Q08174
P13598,Q71U36
P13598,Q9BYC5
P13598,P57729
P13598,O14966
P13598,Q3ZCM7
P13598,Q9HD45
P13598,Q9H0V9
P13598,Q9HC21
P13598,P98194
P13598,Q9NP72
P13598,Q96ES6
P13598,Q9NTJ5
P13598,Q15386
P13598,O75915
P13598,Q8TB96
P13598,Q9Y287
P13598,Q30201
P13598,Q96GQ5
P13598,P0CK96
P13598,Q96SQ9
P13598,P41273
P13598,Q9Y6I9
P13598,O94829
P13598,Q8IZV2
P29218,O95568
P29218,Q96EB6
O43240,P05109
O43240,P25815
O43240,P24158
O43240,P15153
O43240,F6XY72
O43240,P01834
O43240,P02787
O43240,P02768
O43240,P13796
O43240,Q8TDL5
O43240,P80723
O43240,P19827
O43240,P0CG05
O43240,B9A064
O43240,P01023
O43240,P01024
O43240,P48595
O43240,A2BHY4
O43240,Q58FG1
O43240,P08670
O43240,Q9UM07
O43240,Q14624
O43240,O00160
O43240,P00450
O43240,P01833
O43240,P06396
O43240,Q86UX7
O43240,Q6S8J3
O43240,P29350
O43240,P04114
O43240,P02675
O43240,P11215
O43240,P02679
O43240,P02647
O43240,P16401
O43240,O75594
O43240,P04196
O43240,P00751
O43240,P02750
O43240,P01857
O43240,P01859
O43240,P01860
O43240,P01019
O43240,P02671
O43240,P06727
O43240,P31025
O43240,P52566
O43240,P19878
O43240,P01031
O43240,P00739
O43240,P00738
O43240,Q9HC84
O43240,P98088
O43240,P08637
O43240,P22894
O43240,P01880
O43240,P02751
O43240,P05155
O43240,P14780
O43240,Q9ULZ3
O43240,P06702
O43240,Q96DA0
O43240,P02788
O43240,P35542
O43240,P27105
O43240,P41218
O43240,P04003
O43240,P02654
O43240,P33241
O43240,P02765
O43240,P01009
O43240,Q9Y2J8
O43240,O75556
O43240,P02774
O43240,P80188
O43240,P28676
O43240,P01042
O43240,P02652
O43240,O60234
O43240,P02790
O43240,P84095
O43240,P17213
O43240,P51159
O43240,P52790
O43240,Q9GZZ8
O43240,P43652
O43240,Q9UJU6
O43240,P19823
O43240,P08311
O43240,Q6UX06
O43240,P08185
O43240,P01871
O43240,P04217
O43240,P27169
O43240,Q14254
O43240,O75923
O43240,P31146
O43240,P08603
O43240,P01876
O43240,A8MW06
O43240,P05107
O43240,Q9NP55
O43240,P04839
O43240,Q13231
O43240,P05164
O43240,O14791
O43240,P02748
O43240,P61224
O43240,Q9NUQ9
O43240,P01591
O43240,P61626
O43240,P19652
O43240,P02763
O43240,P02649
O43240,P69905
O43240,P68871
O43240,Q9UGM3
O43240,P49913
O43240,P26022
O43240,P01036
O43240,P05156
O43240,P08575
O43240,P04004
O43240,P13498
O43240,P05546
O43240,P20160
O43240,P59665
O43240,P08246
UNKNOWN,P41219
UNKNOWN,P11142
UNKNOWN,P54652
UNKNOWN,Q7Z7L7
Q9NX47,O95140
Q9NX47,Q8TDQ7
P54709,A2VDJ0
P54709,P27824
P54709,Q99805
P54709,P11021
P54709,P04035
P54709,Q14139
P54709,Q92597
P54709,Q9P2E5
P54709,Q9UGV2
P54709,P55085
P54709,Q96GF1
P54709,Q9Y5Z0
P54709,Q96SQ9
Q9HAN9,P36578
Q9HAN9,P39023
Q9HAN9,P49585
Q9HAN9,P83111
Q9HAN9,O15479
Q9HAN9,Q9NX58
Q8N2R0,O76038
Q8N2R0,Q04726
Q9UKZ9,P49862
Q9UKZ9,Q96QA5
Q9UKZ9,Q8IW75
Q9UKZ9,Q5VSL9
Q15435,P09110
Q9Y272,Q8IWV7
P57052,P42285
P57052,Q93009
P57052,Q9P2N7
P57052,Q9P2J3
P57052,Q6NZY4
P57052,Q9BXP5
P57052,Q9Y580
P57052,Q96C36
P57052,Q53GT1
P57052,Q86VM9
Q9Y3A4,Q8N3D4
Q9Y3A4,Q9H6R4
O76038,O00161
O76038,P17544
O76038,P15336
O76038,O75175
O76038,Q5VZL5
O76038,P17275
O76038,Q9H9A5
O76038,Q14789
O76038,A5YKK6
O76038,Q5TZA2
O76038,Q15058
O76038,Q12846
O76038,Q8IY67
O76038,Q12980
O76038,O60313
O76038,Q9UJX2
O76038,O60941
O76038,Q8IUH4
O76038,P60880
O76038,P17535
O76038,Q9C0D7
O76038,Q9C0C2
O76038,Q9H9P8
O76038,Q9BSJ8
O76038,Q9NZN8
O76038,O43752
O76038,P48552
O76038,O15400
O76038,Q14183
O76038,Q86Y82
O76038,Q9BSW2
O76038,Q8WY36
O76038,O60499
O76038,Q5T5C0
O76038,Q9UFF9
O76038,Q9UIV1
O76038,Q13188
O76038,Q13057
O76038,O75688
O76038,Q86V48
O76038,Q13425
O76038,Q9ULM6
O76038,Q96LI5
O76038,Q8IWZ6
O76038,P51530
O76038,Q9UNK0
O76038,Q9UDY8
O76038,Q92600
O76038,Q9Y223
O76038,Q15836
O76038,P63027
O76038,Q9UBQ6
O76038,Q9UKZ1
O76038,Q13277
O76038,Q9BV40
O76038,Q9UEU0
O76038,Q8N302
O76038,P51809
O76038,Q9NYB9
O76038,O95865
O76038,P15735
O76038,Q16619
O76038,Q9BX95
UNKNOWN,Q9NXV2
Q86T03,Q66K14
Q86T03,Q9NR09
Q86T03,O60271
Q86T03,P46934
Q86T03,Q9HCF4
Q86T03,Q13144
Q86T03,Q9NR50
Q86T03,P49770
Q86T03,Q9NPA0
Q86T03,Q9P2E3
A0PK05,Q99720
A0PK05,P13637
A0PK05,P51636
A0PK05,Q9NVH1
A0PK05,O76024
A0PK05,O43731
A0PK05,P33947
A0PK05,P56589
A0PK05,O95674
A0PK05,Q71U36
A0PK05,Q9Y512
A0PK05,Q01628
A0PK05,P04114
A0PK05,P03886
A0PK05,O94919
A0PK05,P57105
A0PK05,Q6P1A2
A0PK05,Q9Y619
A0PK05,Q969M3
A0PK05,O15260
A0PK05,P43005
A0PK05,P03915
A0PK05,Q9BVG9
A0PK05,O15258
A0PK05,Q6UWP7
A0PK05,Q96NB2
A0PK05,Q5BJD5
A0PK05,O14880
A0PK05,A6NKF9
A0PK05,Q6IAN0
A0PK05,P38435
Q9H9P5,O14556
Q9H9P5,Q4J6C6
Q9H9P5,Q8TEL6
O43709,Q9UI30
Q6ZMH6,Q9BQL6
Q6ZMH6,P0CG38
Q6ZMH6,Q99715
Q6ZMH6,Q6AZY7
Q6ZMH6,P12110
Q6ZMH6,Q9BXI9
Q6ZMH6,P12109
Q6ZMH6,O00469
Q6ZMH6,P39060
P62955,P12235
P62955,P12236
P62955,P11021
P62955,P33121
P62955,Q86Y07
P62955,Q9Y512
P62955,O14939
P62955,Q96J84
P62955,O14966
P62955,Q9BZX2
P62955,Q9BYC5
P62955,Q8WUX1
P62955,Q6DN90
P62955,P01911
P62955,Q5JTW2
P62955,P13498
P62955,Q8N531
P62955,Q9H0U9
P42574,P98170
P16152,O14556
O75828,P16152
Q9BWC9,Q8IUR7
Q9BWC9,Q6VN20
Q9BWC9,Q96RT1
Q9BWC9,Q8IVV7
Q9BWC9,Q9UKY4
Q9NPC3,P27482
Q9NPC3,Q15154
Q99943,E9PBV3
Q99943,Q96QA5
Q99943,P04003
Q99943,P21128
Q99943,Q9UJ70
Q99943,P40763
Q99943,P17900
Q99943,P36955
Q99943,P29034
Q99943,P80188
Q99943,P57729
Q99943,Q16666
Q99943,Q86XP0
Q99943,O15231
Q99943,P05546
Q99943,P19971
Q99943,P00167
Q99943,P22352
Q99943,P05155
Q99943,P02747
Q99943,Q9NQ88
Q99943,P18510
Q99943,P52790
Q99943,Q9UBH0
Q99943,P41218
Q99943,P08697
Q99943,P02790
Q99943,P16152
Q99943,Q86SG5
Q99943,P31151
Q99943,P22090
Q99943,O75342
Q99943,Q16851
Q99943,P01871
Q99943,O95833
Q99943,Q9UDY2
Q99943,P02511
Q99943,Q03591
Q99943,P08603
Q99943,P02774
Q99943,Q16719
Q99943,Q6BCY4
Q99943,P0C869
Q99943,Q08722
Q99943,P30838
Q99943,Q9NZH8
Q99943,P61224
Q99943,O95747
Q99943,P46439
Q99943,P02743
Q99943,P61106
Q99943,Q92876
Q99943,Q96NR8
Q99943,P30622
Q99943,Q8IVF2
Q99943,Q6ZVX7
Q99943,P02748
Q99943,P00747
Q99943,Q9UN36
Q99943,P61020
Q99943,Q6ZNF0
Q99943,P61586
Q99943,P54920
Q99943,P27105
Q99943,P01877
Q99943,P01876
Q99943,Q92820
Q99943,P02652
Q99943,Q9Y4K1
Q99943,P08311
Q99943,Q5TEC6
Q99943,P54707
Q99943,P02763
Q99943,Q8TE68
Q99943,P01042
Q99943,P00734
Q99943,O43240
Q99943,P07360
Q99943,P31941
Q99943,P05156
Q99943,P04004
Q99943,P05164
Q99943,Q9Y3A5
Q99943,P24158
Q99943,P11215
Q99943,P08670
Q99943,P05109
Q99943,P25815
Q99943,P01834
Q99943,P02787
Q99943,Q8NEX9
Q99943,P02766
Q99943,P31947
Q99943,P19827
Q99943,Q92817
Q99943,P09601
Q99943,P0CG05
Q99943,B9A064
Q99943,P01023
Q99943,O75367
Q99943,P01024
Q99943,O75635
Q99943,P01011
Q99943,Q9BQL6
Q99943,Q9UIV8
Q99943,Q14624
Q99943,P02768
Q99943,A2BHY4
Q99943,Q14134
Q99943,P07476
Q99943,O60437
Q99943,Q687X5
Q99943,Q9NZT1
Q99943,Q8WWA1
Q99943,A8K2U0
Q99943,P19823
Q99943,P02675
Q99943,P22735
Q99943,P02679
Q99943,P02647
Q99943,Q86WD7
Q99943,P16401
Q99943,P04196
Q99943,P32926
Q99943,P42357
Q99943,P00751
Q99943,O60218
Q99943,P01857
Q99943,P01859
Q99943,P01860
Q99943,P01861
Q99943,P01031
Q99943,P00450
Q99943,O95171
Q99943,O00204
Q99943,Q9BQ50
Q99943,Q9UJU6
Q99943,P05120
Q99943,Q07065
Q99943,P52566
Q99943,P0C0S8
Q99943,P16104
Q99943,P02749
Q99943,P47929
Q99943,P13928
Q99943,P13796
Q99943,P01880
Q99943,P02751
Q99943,P00738
Q99943,P48735
Q99943,Q96TA1
Q99943,Q9UHA7
Q99943,Q9H4M9
Q99943,P02750
Q99943,Q9ULZ3
Q99943,P06702
Q99943,P48594
Q99943,P29508
Q99943,Q9H0P0
Q99943,P02788
Q99943,Q08188
Q99943,Q6MZM0
Q99943,P02671
Q99943,Q9H1E1
Q99943,P27482
Q99943,P01009
Q99943,Q9BQR3
Q99943,Q8WVV4
Q6GTX8,Q5TEC6
Q6GTX8,Q9NSI2
Q6GTX8,Q92887
Q9UGB7,Q99832
Q9UGB7,Q5T4S7
Q9UGB7,Q9NX00
Q9UGB7,Q96TC7
Q9UGB7,Q92526
Q9UGB7,P40227
Q9UGB7,Q9NP58
Q9UGB7,Q9HD67
Q9UGB7,Q71U36
Q9UGB7,P78371
Q9UGB7,Q9P0J7
Q13126,P49862
Q13126,Q92624
Q9Y639,Q9NU22
Q9Y639,P50416
Q9Y639,Q92616
Q9Y639,Q6NXR4
Q9Y639,P20020
Q9Y639,P23634
Q9Y639,Q01814
Q9Y639,Q16720
Q9Y639,O14983
Q9Y639,Q14697
Q9Y639,O43929
Q9Y639,Q6P9B9
Q9Y639,Q9H0U9
Q9Y639,Q9BXW9
Q9Y639,O75691
Q9Y639,Q9C0E2
Q9Y639,Q6AI08
Q9Y639,Q9Y4R8
Q9Y639,Q7L8L6
Q9Y639,Q969Z0
Q9Y639,Q8NBN3
Q9Y639,Q13535
Q9Y639,Q9Y394
Q9Y639,Q9BW27
Q9Y639,P12235
Q9Y639,P12236
Q9Y639,P42345
Q9Y639,P48594
Q9Y639,P29508
Q9Y639,Q29RF7
Q9Y639,Q9UI26
Q9Y639,Q96ND0
Q9Y639,Q9HC21
Q9Y639,Q9UMR2
Q9Y639,Q9H583
Q9Y639,P80188
Q9Y639,P57729
Q9Y639,Q4LE60
Q9Y639,Q92973
Q9Y639,Q3ZCM7
Q9Y639,Q02338
Q9Y639,Q8N9R8
Q9Y639,Q9HAS0
Q9Y639,Q86SG5
Q9Y639,Q8WTW3
Q9Y639,Q96NB2
Q9Y639,Q9NUQ2
Q9Y639,O75676
Q9Y639,Q6PKC3
Q9Y639,Q9BTW9
Q9Y639,Q53R41
Q9Y639,Q96JB2
Q9Y639,Q9UI12
Q9Y639,Q96JG6
Q9Y639,Q5JPH6
Q9Y639,Q9H5Q4
Q9Y639,Q8N5B7
Q9Y639,Q9UIA9
Q9Y639,P57678
Q9Y639,Q9BWM7
Q9Y639,Q03169
Q9Y639,Q9NXK8
Q9Y639,Q9UID3
Q9Y639,Q8N8R3
Q9Y639,Q9BSK2
Q5TFE4,Q9H4I3
Q5TFE4,O00763
Q5TFE4,Q6NUI2
Q3SX64,O60551
Q3SX64,Q9NQX3
Q3SX64,Q96BR5
Q3SX64,Q969U6
P30039,Q9UGI0
Q9UBV8,O75340
Q9UBV8,Q8NHP1
Q9UBV8,Q8IVD9
Q9UBV8,Q9Y573
P07307,O60488
P07307,Q6NUQ4
P07307,P35610
P07307,Q9H0V9
P07307,Q9NRX5
P07307,Q6PML9
O43688,O14494
O43688,O14495
O75679,O75678
O75679,Q5VWQ8
Q9GZN7,Q8TDJ6
Q9GZN7,F5H269
Q9GZN7,Q9Y4E6
Q9GZN7,O95989
Q99963,Q99961
Q99963,O95989
Q9P0V8,Q9BZM4
Q9P0V8,Q9Y512
Q9P0V8,P30511
Q9P0V8,P30450
Q9P0V8,Q8TB96
Q9P0V8,P02042
Q9P0V8,P15151
Q9P0V8,Q9BZM5
Q9P0V8,Q9P244
Q9P0V8,P41273
P57103,P05090
Q5VX71,P11021
Q5VX71,P49366
Q9NX07,P12235
Q9NX07,Q9Y619
Q9NX07,Q99700
Q9NX07,Q9Y2Z2
Q9NX07,P16260
Q9NX07,Q9NPL8
Q9NX07,Q99959
Q9NX07,Q8NEV8
Q9NX07,Q9HC78
Q9NX07,P42694
Q9P275,P11142
Q9P275,P54652
Q9P275,Q9H6R0
Q8TED0,P07205
P21796,P15259
Q64LD2,P13497
Q64LD2,Q86XX4
Q64LD2,P11047
Q64LD2,Q13438
Q64LD2,P08582
Q64LD2,P07942
Q64LD2,O75581
Q64LD2,P22455
Q64LD2,O94898
Q64LD2,Q9UIW2
Q64LD2,P08648
Q64LD2,Q96F46
Q64LD2,Q9Y2E5
Q64LD2,P49641
Q64LD2,Q9BTN0
Q8WVZ1,Q96DA0
Q8WVZ1,P49862
Q8WVZ1,F5GWP8
Q8WVZ1,Q02487
Q8WVZ1,Q08554
Q8WVZ1,Q14574
Q8WVZ1,Q9UIV8
Q8WVZ1,Q02413
Q8WVZ1,P07476
Q8WVZ1,Q9NZT1
Q8WVZ1,Q5VVQ6
Q8WVZ1,E9PBV3
Q8WVZ1,Q8IW75
Q8WVZ1,Q99650
Q8WVZ1,P47929
Q8WVZ1,Q13835
Q8WVZ1,P27482
Q8WVZ1,Q08188
Q8WVZ1,Q8WVV4
Q8WVZ1,P20930
Q8WVZ1,P00352
Q8WVZ1,Q9UJ70
Q8WVZ1,O75556
Q8WVZ1,P16152
Q8WVZ1,P20339
Q8WVZ1,P19971
Q8WVZ1,O00391
Q8WVZ1,Q15517
Q8WVZ1,P02511
Q8WVZ1,P05120
Q8WVZ1,P23490
Q8WVZ1,Q6ZVX7
Q8WVZ1,Q16610
Q8WVZ1,P01833
Q8WVZ1,Q9Y337
Q8WVZ1,P68871
Q8WVZ1,O75635
Q8WVZ1,Q9GZP4
Q8WVZ1,Q5T749
Q8WVZ1,Q6E0U4
Q8WVZ1,F5H8C6
Q6ZQR2,P11142
Q6ZQR2,Q8IW75
Q9NZ63,P02585
Q8N336,P61586
P24071,P30039
O75323,P09601
O75323,Q9NVH6
O75323,P10809
O75323,P43155
P09601,Q16880
P09601,Q4LE60
P09601,P62166
P09601,P37235
P09601,Q03518
P09601,Q96S52
P09601,Q9BVG9
P09601,O94766
Q96M11,Q8N960
Q53H82,Q08043
Q53H82,P12882
Q53H82,P12883
Q53H82,Q9UKX3
Q53H82,Q9Y623
Q53H82,P06732
Q53H82,Q12765
Q9H8T0,Q05DH4
Q9H8T0,Q13049
Q9H8T0,Q96ED9
Q9H8T0,Q8N612
Q9H8T0,O94788
Q9H8T0,Q9UJC3
Q9H8T0,Q9HD23
Q9H8T0,Q86VS8
UNKNOWN,Q14146
UNKNOWN,Q86Y56
UNKNOWN,Q07973
UNKNOWN,O00124
UNKNOWN,Q96AA3
UNKNOWN,Q00325
UNKNOWN,Q02338
UNKNOWN,P42224
UNKNOWN,Q7KZN9
UNKNOWN,O14966
UNKNOWN,Q13509
UNKNOWN,Q92896
UNKNOWN,Q9Y679
UNKNOWN,Q96D53
UNKNOWN,P51511
UNKNOWN,Q8WUH6
UNKNOWN,Q96MM6
UNKNOWN,P38435
UNKNOWN,Q9Y3D6
UNKNOWN,Q9NPL8
UNKNOWN,Q9NUQ2
UNKNOWN,O00165
UNKNOWN,Q96KA5
UNKNOWN,Q96SK2
UNKNOWN,Q8N201
UNKNOWN,Q8N1B4
UNKNOWN,O95674
UNKNOWN,Q9BZH6
UNKNOWN,P53794
UNKNOWN,Q9ULF5
UNKNOWN,Q9NS69
UNKNOWN,P21583
UNKNOWN,Q5VV42
UNKNOWN,Q6P1A2
UNKNOWN,O43347
UNKNOWN,Q66K14
UNKNOWN,Q9UMF0
UNKNOWN,P55085
UNKNOWN,P51617
UNKNOWN,Q8WZA1
UNKNOWN,Q9BVG9
UNKNOWN,O75608
UNKNOWN,Q9NZ08
UNKNOWN,Q8IZQ1
UNKNOWN,O15258
UNKNOWN,Q92903
UNKNOWN,Q6PML9
UNKNOWN,Q3MIP1
UNKNOWN,O15127
UNKNOWN,Q6YHU6
UNKNOWN,Q8WUK0
UNKNOWN,P08240
UNKNOWN,Q6JQN1
UNKNOWN,P50416
UNKNOWN,O60725
UNKNOWN,P42892
UNKNOWN,Q99523
UNKNOWN,Q93084
UNKNOWN,Q92604
UNKNOWN,O95394
UNKNOWN,Q14527
UNKNOWN,P51788
UNKNOWN,O14980
UNKNOWN,Q9ULE6
UNKNOWN,Q6IAN0
UNKNOWN,Q96F07
UNKNOWN,Q8TDJ6
UNKNOWN,Q96H55
UNKNOWN,Q7L8L6
UNKNOWN,P05362
UNKNOWN,Q96K37
UNKNOWN,Q9UQ90
UNKNOWN,Q6P996
UNKNOWN,Q9NVE7
UNKNOWN,O43278
UNKNOWN,P56962
UNKNOWN,P56589
UNKNOWN,Q96CM8
UNKNOWN,Q9BRR3
UNKNOWN,Q05193
UNKNOWN,Q9UKM7
UNKNOWN,Q6NXE6
UNKNOWN,Q9NTX5
UNKNOWN,Q01628
Q86YB7,Q9H4I2
Q86YB7,P11182
Q86YB7,Q13825
Q86YB7,Q7Z7A3
Q86YB7,Q9GZT3
Q86YB7,Q07973
Q86YB7,P26440
P30084,Q15751
P30084,P11182
P30084,P36776
P30084,Q14999
Q99944,P01834
Q99944,P02787
Q99944,B9A064
Q99944,A0M8Q6
Q99944,P01023
Q99944,P02768
Q99944,P11021
Q99944,P01024
Q99944,P02675
Q99944,P02647
Q99944,P01859
Q99944,P01857
Q99944,Q63ZY3
Q99944,P00450
Q99944,P31025
Q99944,P01011
Q99944,P13796
Q99944,P01833
Q99944,P00738
Q99944,P06702
Q99944,P02788
Q99944,P01009
Q99944,P41218
Q99944,P02774
Q99944,P80188
Q99944,P17213
Q99944,P05155
Q99944,Q8TDL5
Q99944,P02790
Q99944,Q6UX06
Q99944,P01871
Q99944,P08670
Q99944,P05164
Q99944,P14780
Q99944,Q9NVF7
Q99944,P08311
Q99944,P02763
Q99944,P01876
Q99944,Q9UHF1
Q99944,P24158
Q99944,Q2TAL5
Q8N9Y4,Q9Y2L1
Q8N9Y4,Q8N0X4
Q8N9Y4,Q9BT73
Q86UY5,Q9H190
Q86UY5,Q5W0B1
Q86UY5,Q96RQ3
Q86UY5,Q5VU13
Q86UY5,Q8IX01
Q86UY5,Q6DN90
P57775,P17987
P57775,P49368
P57775,Q99832
P57775,P50991
P57775,Q92526
P57775,P40227
P57775,P78371
P57775,P50990
P57775,Q9H2J4
P57775,P48643
Q9H0R5,P32456
Q9H0R5,Q9NUI1
Q9H0R5,P55212
Q9H0R5,O94805
Q8N9F7,P07205
Q14749,P46459
Q14749,Q9GZZ8
P28845,P61803
P28845,Q13438
P28845,O60488
P28845,P06213
P28845,Q15526
Q9UPZ9,Q13451
Q8N5Z5,Q96SZ6
Q8N5Z5,Q9NW07
Q8N5Z5,Q8IZ69
Q8N5Z5,Q68EA5
Q8N5Z5,Q13618
Q8N5Z5,Q9UBT6
Q8N5Z5,Q8N1G0
Q8N5Z5,O76003
Q8N5Z5,Q14681
Q8N5Z5,Q9NXV2
Q8N5Z5,Q5JTW2
Q8N5Z5,P52435
Q8N5Z5,O00411
Q8N5Z5,O00257
Q8N5Z5,Q9Y5S2
Q8N5Z5,Q5VT25
Q8N5Z5,Q9UHQ1
Q8N5Z5,Q9ULU4
Q8N5Z5,P83111
Q8N5Z5,Q7Z7A3
Q8N5Z5,Q9H5L6
Q8N5Z5,Q9UPN9
Q8N5Z5,Q9HAH7
Q8N5Z5,P43003
Q8N5Z5,Q9H1B7
Q8N5Z5,Q9P2G9
Q8N5Z5,Q504T8
Q8N5Z5,P35227
Q8N5Z5,Q9H668
Q8N5Z5,Q15554
Q8N5Z5,P48730
Q8N5Z5,Q9C000
Q8N5Z5,Q8IXK0
Q8N5Z5,Q2NKJ3
Q8N5Z5,A1KZ92
Q8N5Z5,Q8NAF0
Q8N5Z5,Q9BWE0
Q9Y337,Q6P3X3
Q9Y337,Q9UBV2
Q9Y337,P49411
Q9Y337,P13637
Q9Y337,Q6JQN1
Q9Y337,P11021
Q9Y337,O75197
Q9Y337,Q8TB37
Q9Y337,Q6IAN0
Q9Y337,Q8N6R0
Q9Y337,Q9UK22
Q9Y337,Q86UD1
Q9Y337,Q9BXW7
Q9Y337,Q8IXI2
Q9Y337,Q8IXI1
Q9Y337,P68366
Q9Y337,Q71U36
Q9Y337,Q9BQE3
Q9Y337,Q9UQ49
Q9Y337,Q92544
Q9Y337,Q86XX4
Q9Y337,Q92989
Q9Y337,Q96Q05
Q9Y337,P04350
Q9Y337,P07437
Q9Y337,P68371
Q9Y337,Q13509
Q9Y337,Q13885
Q9Y337,Q3ZCM7
Q9Y337,Q9BUF5
Q9Y337,Q96DZ1
Q9Y337,Q8IUF1
Q9Y337,Q5JTY5
Q9Y337,Q9UMR2
Q9Y337,Q15165
Q9Y337,Q86VQ6
Q9Y337,P21108
Q9Y337,Q495W5
Q9Y337,P01033
Q9Y337,Q6PKC3
Q9Y337,Q9UJ14
Q9Y337,Q5VW38
Q9Y337,O95396
Q9Y337,Q9Y4K0
Q9Y337,Q16651
Q9Y337,Q00587
Q9Y337,Q13608
Q9Y337,Q15262
Q9Y337,Q13445
Q9Y337,P01130
Q9Y337,P46734
Q9Y337,O94955
Q9Y337,Q9BQT9
Q9Y337,Q9HCU4
Q9Y337,P34820
Q9Y337,Q9UL12
Q9Y337,Q96BD0
Q9Y337,Q9NVH6
Q9Y337,Q96I59
Q9Y337,Q6KCM7
UNKNOWN,Q96MT8
UNKNOWN,Q96A65
UNKNOWN,O75410
UNKNOWN,O43491
UNKNOWN,Q7L099
UNKNOWN,Q0VG06
UNKNOWN,Q96R06
UNKNOWN,Q676U5
UNKNOWN,Q96ED9
UNKNOWN,O00471
Q9H400,P08107
Q9H400,P11142
Q9H400,P17066
Q9H400,P38646
Q9H400,P54652
Q9H400,P54920
Q9H400,Q9C0D3
Q9H400,Q6Q0C0
Q9H400,P63098
Q9H400,P37235
Q9H400,P07203
Q9H400,Q2PZI1
Q96T76,O76071
Q96T76,Q9Y3D0
B0UZR7,P56385
B0UZR7,P06576
B0UZR7,Q96ER3
B0UZR7,Q00765
B0UZR7,Q9HD26
B0UZR7,O75436
B0UZR7,Q8N8J7
B0UZR7,O95858
B0UZR7,O15127
B0UZR7,Q96HR9
B0UZR7,Q9NQC3
B0UZR7,O75915
B0UZR7,P51511
Q15777,P10589
Q15777,P10588
P54920,Q12981
P54920,Q9H115
P54920,Q12846
P54920,O43264
P54920,O95249
P54920,Q13190
P54920,A2RRP1
P54920,O60499
P54920,O00186
P54920,O00161
P54920,Q5SWX8
P54920,Q96AJ9
P54920,Q5T5C0
P54920,Q8WVM8
P54920,A4D1P6
P54920,Q15836
P54920,P63027
P54920,Q9BV40
P54920,Q9UEU0
P54920,P51809
P54920,O14662
P54920,Q9UFG5
P54920,Q562E7
P54920,O43286
Q969T7,A6NDE4
Q8N6M0,P50224
Q8N6M0,Q9H0C5
Q8N6M0,Q9BX70
Q9UIL8,P05109
Q9UIL8,P49862
Q9UIL8,P01834
Q9UIL8,P02787
Q9UIL8,P02766
Q9UIL8,P19827
Q9UIL8,P09601
Q9UIL8,P0CF74
Q9UIL8,B9A064
Q9UIL8,P01023
Q9UIL8,O75367
Q9UIL8,P01024
Q9UIL8,P02768
Q9UIL8,A2BHY4
Q9UIL8,P01011
Q9UIL8,P07476
Q9UIL8,O60437
Q9UIL8,P42357
Q9UIL8,Q9NZT1
Q9UIL8,Q8WWA1
Q9UIL8,P02652
