ComplexID,Subunits_UniProt_IDs
C_388,"P12081,P41214,O60739,P41567"
C_389,"Q5MNZ6,Q969T9,Q16831,Q9BZX2"
C_390,"P48553,P35241,P15311,P52824"
C_391,"Q9Y5T5,Q15012,P48730,O00425"
C_392,"P20618,Q04721,Q96T58,Q9NVF7"
C_393,"Q16773,Q9H223,Q9H4M9,P52824"
C_394,"Q05682,O43707,P35609,P12814"
C_395,"P37275,P52655,Q96EB6,P09960"
C_396,"Q15836,P16070,P16615,P08195"
C_397,"Q9UPT8,O95785,Q96RU2,P34896"
C_398,"Q9NSD9,Q9Y285,P29317,P13639"
C_399,"Q9NZT2,P04731,Q9UNF1,Q14657"
C_400,"Q9BXU7,P68036,Q2TAA8,Q9NQ88"
C_401,"Q9BRT9,Q9BRX5,Q9Y248,Q14691,Q9Y6K9"
C_402,"Q9H900,Q9H0E2,Q9BTF0,Q9Y5X2,Q2T9F4"
C_403,"Q6NUK1,Q16706,Q27J81,P11166,P08174"
C_404,"O60504,Q9NPD8,Q9BRA2,Q96Q11,Q9HD15"
C_405,"Q86UV5,Q9BZF9,Q2TAY7,Q15276,O94953"
C_406,"Q9BVA1,Q13885,P68363,Q15293,Q96GA3"
C_407,"Q5VT52,Q15555,Q9BTT6,Q8WYQ5,Q9H211"
C_408,"P08729,O75367,Q9P0M6,Q9BTC0,P45973"
C_409,"O60313,Q15818,Q9NQR4,Q13011,O00115"
C_410,"Q15149,P14923,Q15155,Q86UE4,P16144"
C_411,"Q5VUA4,Q16851,P05161,Q7Z745,Q9ULA0"
C_412,"P79522,Q9Y2Q5,Q6IAA8,Q86YQ8,A8MQ03"
C_413,"Q96I51,P35232,Q08380,Q9NZI8,O60506"
C_414,"Q9P2R7,P50213,Q9UBQ7,P78310,P52594"
C_415,"P49768,P37198,Q86XA9,Q96I24,Q9Y4J8"
C_416,"Q9UHX1,Q15056,P06730,P31942,O14979"
C_417,"P35658,Q8N183,P43897,O75521,Q9NPJ3"
