ComplexID,Subunits_UniProt_IDs
Complex_195,"P30260,P51149,P60468,Q9H1A4,Q9UJX2,Q9UJX3,Q9UJX4,Q9UJX6"
Complex_196,"O00231,O00232,O00487,O43242,P51665,Q15008,Q9UNM6"
Complex_197,"P49721,P61289,Q99436,Q9Y244"
Complex_198,"P43686,P51149,P61619,P62195"
Complex_199,"P06493,Q13309,Q96GD4"
Complex_200,"Q09028,Q16576"
Complex_201,"Q13416,Q9UBD5"
Complex_202,"O00217,O00483,O14521,O14548,O14949,O75251,O75306,O75489,O75947,O75964,O95169,O95298,P00403,P03915,P07919,P08574,P09669,P10606,P13073,P13804,P14854,P14927,P15954,P20674,P21912,P22695,P30049,P31040,P31930,P38117,P47985,Q16134,Q16718,Q86Y39,Q96IX5,Q99643,Q9NX14,Q9UDW1"
Complex_203,"O00217,O14561,O43181,O43674,O43676,O43678,O43920,O75251,O75306,O75380,O75438,O75489,O95168,O95169,O95298,O95299,O96000,P03915,P17568,P19404,P28331,P49821,P51970,P56556,Q16718,Q9P0J0,Q9UI09,Q9Y6M9"
Complex_204,"O95298,P20674,P47985,Q16134,Q86Y39,Q96IX5"
Complex_205,"O00483,O75438,P14854,P21912,P49821,Q99643"
Complex_206,"O96000,P08574,Q99643"
Complex_207,"O75438,O95298"
Complex_208,"O14949,P09669,P56556,Q96IX5,Q9UDW1"
Complex_209,"O14975,O43808"
Complex_210,"P09496,P09497,Q00610"
Complex_211,"P22626,P26599,P31943,P52597"
Complex_212,"O00399,O75935,P18433,P42025,P61163,Q13561,Q14203,Q9BTE1,Q9UJW0"
Complex_213,"O15020,P11277,Q01082,Q13813"
Complex_214,"O43237,Q13409,Q14204"
Complex_215,"P13591,P51149,Q92823"
Complex_216,"P13591,Q92823"
Complex_217,"O15047,O60568,P51610,Q15291,Q5VTR2,Q9C005,Q9P0U4,Q9UBL3"
Complex_218,"O60568,P51610"
Complex_219,"P11233,P20338"
Complex_220,"O15066,Q92845"
Complex_221,"O43172,O43395,P62310,P62312,Q8IZH2,Q9Y333"
Complex_222,"P62314,P62316,P62318"
Complex_223,"P62314,P62316"
Complex_224,"P62316,P62318"
Complex_225,"O00161,O15127"
Complex_226,"O15143,O15144,O15145,O15511,P59998,P61158,P61160,Q92747,Q9BPX5"
Complex_227,"O00401,Q8IZP0,Q8WUW1,Q92558,Q9NYB9,Q9Y2A7"
Complex_228,"O15143,O15144,O15145,O15511,P59998,P61158,P61160,Q13480,Q92747,Q9BPX5,Q9UQB8"
Complex_229,"O00159,O00401,Q05397,Q8IZP0,Q8WUW1,Q92558,Q9NYB9,Q9Y2A7"
Complex_230,"P60953,Q8TF74"
Complex_231,"P63000,Q05397"
Complex_232,"P31946,P61981,P62258"
Complex_233,"P35221,P35222,P49674,P62195"
Complex_234,"P35221,Q06323,Q14997,Q9UL46"
Complex_235,"P49674,P61289,Q9HB71"
Complex_236,"P62714,Q15172"
Complex_237,"O15212,P61758,Q99471,Q9UHV9"
Complex_238,"O15212,Q9UHV9"
Complex_239,"Q12788,Q14690,Q15269,Q8NI36,Q9H0A0,Q9UNX4"
Complex_240,"Q13601,Q13895,Q14692,Q2NL82,Q9Y4C8"
Complex_241,"P78316,Q9H583"
Complex_242,"Q14692,Q15397"
Complex_243,"O00116,P43304,Q8WVX9"
Complex_244,"O95793,P05386,P05387,P05388,P15880,P18077,P18124,P18621,P26373,P30050,P32969,P35268,P36578,P39023,P40429,P42766,P46776,P46777,P46778,P47914,P49207,P50914,P61247,P61313,P61353,P61513,P62241,P62244,P62266,P62277,P62280,P62701,P62750,P62753,P62829,P62861,P62888,P62899,P62906,P62910,P62913,P62917,P83731,P84098,Q02543,Q02878,Q07020,Q9Y3U8"
Complex_245,"O95793,P08865,P15880,P18621,P23396,P25398,P35268,P39019,P42766,P46776,P46782,P46783,P47914,P60866,P61247,P62241,P62244,P62249,P62263,P62266,P62273,P62277,P62280,P62701,P62750,P62753,P62829,P62857,P62899,P62979,P63220,P83731,P84098,Q02878"
Complex_246,"P05386,P05387,P05388,P15880,P23396,P46782,P62273,P62899"
Complex_247,"P11940,P42677,P52298,Q09161"
Complex_248,"P15880,P30050,P62753,Q04637"
Complex_249,"P30153,P63151,Q9H0W8"
Complex_250,"P62979,Q92540"
Complex_251,"P62244,P62249"
Complex_252,"P05388,P15880,P18124,P18621,P27635,P30050,P32969,P36578,P39023,P40429,P42766,P46776,P46777,P46781,P62244,P62277,P62280,P62750,P62753,P62829,P62906,P62913,P62917,Q6DKI1,Q9UKD2"
Complex_253,"P08865,P15880,P18621,P23396,P25398,P27635,P39019,P42766,P46776,P46781,P46782,P60866,P61247,P62244,P62249,P62263,P62269,P62273,P62277,P62280,P62750,P62753,P62829,Q6DKI1"
Complex_254,"P09001,P27635,P46776,P52815,P82912,Q5T653,Q96A35,Q9BYD1,Q9BYD3,Q9BYD6,Q9NVS2,Q9NWU5,Q9NX20,Q9P015,Q9Y3B7"
Complex_255,"O60783,P82664,P82675,P82914,P82932,P82933,Q9Y2R9,Q9Y399,Q9Y3D3,Q9Y3D5"
Complex_256,"P09001,Q5T653,Q9NX20"
Complex_257,"Q15029,Q9NX20"
Complex_258,"P13639,P62081"
Complex_259,"P05388,P46782"
Complex_260,"Q96RP9,Q9Y3D5"
Complex_261,"P08183,Q96G23"
Complex_262,"O15260,P49257"
Complex_263,"Q96IJ6,Q9Y5P6"
Complex_264,"O15371,O15372,P08865,P23396,P25398,P39019,P46776,P46782,P46783,P60866,P61247,P62241,P62244,P62249,P62263,P62266,P62273,P62701,P62829,P62857,P62979,P63220,P83731,P84098"
Complex_265,"O00303,O15371,O15372,O75821,P06730,P55884,P60228,P63220,Q04637,Q13347,Q14152,Q14240,Q7L2H7,Q99613,Q9UBQ5"
Complex_266,"P05198,P06730,P20042,P41091,P46783,P61313,Q9Y3U8"
Complex_267,"O60841,O75821,P23588,P55884,Q13347"
Complex_268,"P55010,P62750,P62829,P83731"
Complex_269,"P61247,P62701,P62913,Q02878"
Complex_270,"O75821,P15880,P62241,Q13347"
Complex_271,"P46087,Q15397,Q8TDD1,Q8TDN6,Q8WTT2,Q96GQ7,Q9BVP2,Q9BYG3,Q9BZE4,Q9NVN8,Q9NW13,Q9Y221"
Complex_272,"O00161,O15400,O43752,O43819,O60499,O95721,P46459,P51809,P54920,Q12846,Q15836,Q96EL3,Q9BV40,Q9H269,Q9UNK0"
Complex_273,"P51809,P54920,Q12846,Q13190,Q15836"
Complex_274,"O43752,Q96EL3"
Complex_275,"Q13190,Q96AJ9"
Complex_276,"P35613,P53985"
Complex_277,"O14653,O14662,O15155,O15400,O43752,O60499,P46459,P51809,P54920,Q12846,Q15836,Q86Y82,Q8WVM8,Q9BV40,Q9UNK0"
Complex_278,"O14662,O15155,P51809,Q12846,Q13190,Q15836,Q86Y82"
Complex_279,"O15143,O15144,O15145,O15511,P59998,P61158,P61160,Q13480,Q92747,Q9UQB8"
Complex_280,"O15143,O15144,O15145,O15511,P59998,P61158,P61160,Q92747"
Complex_281,"O14686,Q15291,Q6ZW49,Q9UBL3"
Complex_282,"P34932,Q9H6T3,Q9NWS0,Q9Y230,Q9Y265"
Complex_283,"O43156,Q9H6T3,Q9NWS0"
Complex_284,"P42345,P78527,Q9Y4R8"
Complex_285,"Q9Y230,Q9Y265"
Complex_286,"O43172,O43395,O43447,O75643,O94906,O95777,P14866,P30876,P33240,P52298,P55769,P61978,P62310,P62312,P62314,P62875,Q09161,Q14103,Q15020,Q15366,Q6P2Q9,Q86TB9,Q96DI7,Q9BUQ8,Q9UKF6,Q9Y312,Q9Y333"
Complex_287,"P09651,P22626,P26599,P31943,P51991,P62304,P62306,P84103,Q07955,Q08211,Q09161,Q15365,Q15366,Q9BUJ2,Q9UMS4"
Complex_288,"O15514,O75643,O94913,P19387,P36954,P62487,Q6P2Q9,Q9UMS4"
Complex_289,"O75643,Q15029,Q6P2Q9,Q9P2I0,Q9Y312"
Complex_290,"P61978,Q13243,Q14103,Q15366,Q9Y4Z0"
Complex_291,"O43395,Q14103,Q15029,Q7L2J0"
Complex_292,"P38159,P52597,P62318"
Complex_293,"P52272,P62310,P62318"
Complex_294,"O43395,P35637,P51991"
Complex_295,"O75937,P84103,Q13247"
Complex_296,"P62312,Q9Y4Z0"
Complex_297,"P62304,P62318"
Complex_298,"P09012,Q8N684"
Complex_299,"P52298,Q7L2J0"
Complex_300,"P35637,Q9P2I0"
Complex_301,"P84103,Q15287"
Complex_302,"P62306,Q13151"
Complex_303,"P09012,P09651"
Complex_304,"P51991,Q13247"
